gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
DNAJC19,10.99194992,0.26128203,0.473773337,0.55149163,0.581296703,0.6853456
DEFB109C,10.17944287,-1.136497592,0.367505306,-3.092465806,0.001985011,0.00546066
SMIM21,10.31010624,-1.717886918,0.724900658,-2.369823918,0.017796559,0.038600865
DEFB109B,1.926957954,-0.82572766,0.936140703,-0.882055077,0.377747024,0.494092071
DEFA7P,63.77110674,-2.845708337,0.709295866,-4.012018782,6.02E-05,0.000229842
C18orf63,319.4081761,0.075294084,0.159665415,0.47157416,0.637230774,0.732869024
DOK6,0.44886251,-1.089477413,1.641138229,-0.663854753,0.506783278,0.618701763
JPT2,0.486424478,-0.578449695,1.306557325,-0.442728141,0.657962385,0.750672093
SERPINB4,13.10155975,-0.280573847,0.320115254,-0.876477594,0.380770452,0.497173507
ZDHHC11B,7.235546532,-0.792027605,0.376749799,-2.102264175,0.035530141,0.070582274
KRTAP19-8,189.9555667,-1.37899892,0.231484339,-5.957201803,2.57E-09,2.07E-08
KRTAP20-3,416.5061198,0.301009265,0.239847938,1.255000427,0.209478605,0.31064994
KRTAP20-4,5.916940595,-0.369763999,0.487636541,-0.758277873,0.448284651,0.564562618
KRTAP27-1,2.304744839,-0.473492943,0.748422808,-0.632654348,0.526959388,0.63707349
LOC642484,32.2892031,0.675104168,0.199876157,3.377612314,0.000731181,0.002221566
TMEM191C,2.930554446,-0.630424381,0.682396527,-0.923838788,0.355570257,0.471206424
HERC2P9,217.2512007,-0.841705315,0.187366709,-4.492288511,7.05E-06,3.22E-05
GYG2P1,1.122571585,-1.777289001,1.020988951,-1.740752434,0.081726983,0.143354585
HBA1,11.26227969,-0.796669869,0.557686303,-1.42852687,0.153140266,0.241305407
HBM,18.11849686,-0.145042831,0.302381001,-0.479669128,0.631462683,0.727760878
HBZP1,646.6492434,1.212473804,0.240119118,5.049467997,4.43E-07,2.50E-06
ELOA2,1.742446638,-0.270503442,0.74940588,-0.360957192,0.718131448,0.799000767
ATP10A,1.435604154,-0.647041943,0.823441575,-0.785777598,0.431997793,0.548778848
ANKUB1,46.24494053,-3.475915259,1.363419297,-2.549410343,0.010790525,0.02473849
PSMB8-AS1,9.847619741,0.301833655,0.349628348,0.863298576,0.387973327,0.504910845
TNXB,1.647849231,-0.643310177,0.904066608,-0.711573872,0.476728691,0.590597075
NELFE,76.68112108,1.146390701,0.404078246,2.837051269,0.00455323,0.011504654
RGL2,364.6605793,1.111086199,0.165067576,6.731099017,1.68E-11,1.86E-10
WDR46,7.199727568,-3.679446559,0.726624373,-5.063753289,4.11E-07,2.33E-06
B3GALT4,1003.998349,-0.737509649,0.159894734,-4.612469899,3.98E-06,1.90E-05
RING1,0.514156672,-0.909693357,1.198470473,-0.759045281,0.44782547,0.564140825
HLA-DOA,0.498842156,-2.280409851,1.223611074,-1.863672125,0.062367762,0.114197127
TAP1,0.526051897,-0.67807021,1.518197516,-0.446628455,0.655143347,0.748377213
NOTCH4,0.694384218,-1.367461345,1.231068436,-1.110792305,0.266657759,0.377047281
AGER,240.1670761,0.168308198,0.12623068,1.333338288,0.182420814,0.278243769
PPT2,7.361221593,0.705812185,0.537132589,1.314037165,0.188833698,0.285820591
LOC100507547,100.2470108,8.682912601,0.806988173,10.75965286,5.34E-27,1.96E-25
HCP5,3.709914329,-1.772191457,0.697701268,-2.540043339,0.011083873,0.025324606
LOC110384692,41.46338391,-4.193759969,0.79706078,-5.261530955,1.43E-07,8.77E-07
HCG27,47.52811328,0.334082915,0.312256792,1.069897992,0.284665227,0.39654546
DXO,0.958806673,-2.910568428,1.048470457,-2.776013773,0.005502988,0.013622632
SLC44A4,2.588508802,-0.752389534,0.867969469,-0.866838709,0.38603039,0.502990579
CLIC1,4.952509017,3.897197565,0.768613078,5.070428378,3.97E-07,2.26E-06
GPANK1,0.911738401,-2.743632123,1.300856424,-2.109096801,0.034936227,0.069596765
RAB12,2.72048421,0.544099181,0.59326112,0.917132714,0.3590731,0.474771488
ATP6V1G2,1.398051703,0.484370708,0.980169768,0.494170218,0.621185971,0.718783715
PPIAP30,439.5682201,1.334021164,0.566957559,2.352947135,0.018625282,0.04015208
HLA-B,3.557568414,2.723404523,0.898808926,3.030014993,0.002445416,0.006588942
UBD,32.18591945,-1.202458994,0.278515034,-4.317393492,1.58E-05,6.73E-05
OR2H1,3.157936085,4.570027248,0.940932803,4.856911391,1.19E-06,6.24E-06
OR11A1,7.344669746,0.801771365,0.467348989,1.715573125,0.086240201,0.149784732
IER3,2.811450919,-1.897197312,0.848046372,-2.237138646,0.02527728,0.052569387
PRR3,0.492672914,-1.163750687,1.203816438,-0.966717724,0.333685164,0.448911449
GNL1,9.472154955,0.521246777,0.571055661,0.912777533,0.361359557,0.47711392
RNF39,8.832896246,-0.642260347,0.394480849,-1.628115404,0.103500418,0.174419533
PPP1R11,1.326033011,3.248586178,1.006869494,3.226422289,0.001253483,0.003605876
HLA-A,17.07056781,-3.024955779,1.012933923,-2.986330806,0.00282347,0.007512667
HLA-F-AS1,29.87867159,0.404240817,0.237539923,1.701780536,0.088796516,0.153500424
HACD2,0.541651025,-0.536989312,1.329474276,-0.403911021,0.686278152,0.773325467
CFAP44,16.50461733,-0.906665438,0.48983376,-1.850965599,0.064174502,0.116947497
LNP1,8.25458477,-0.322443951,0.404437543,-0.797265132,0.425297066,0.542347601
OR5K3,17.24613343,0.441346151,0.335073001,1.317164169,0.187783601,0.284550127
VGLL3,260.4816074,-0.515995452,0.180370057,-2.860760044,0.004226268,0.010771692
TRIM71,0.770587488,-1.048606429,1.139695929,-0.920075611,0.357533248,0.473247723
ZCWPW2,6.534125391,0.381586335,0.70571065,0.540712167,0.588705991,0.691714096
COLQ,9.401523742,-0.450804026,0.369259842,-1.220831445,0.222149845,0.326036532
XKR4,6.803144272,-0.374303467,0.435807505,-0.858873385,0.390410375,0.507369235
RNU6-1292P,13.58393695,0.167982139,0.293886704,0.571588088,0.567601068,0.673601726
RNU1-28P,0.496823349,1.70874998,1.277915026,1.337138969,0.181177279,0.276777341
RNU6-354P,0.534571151,-1.687490256,1.304417762,-1.293673166,0.195778338,0.294374031
RNU6-132P,114.4694251,0.128339184,0.20912641,0.613691898,0.539418943,0.647997169
RNU6-47P,1.89258009,-0.709783529,0.872642813,-0.813372342,0.416004612,0.533357566
SNORA57,0.606827002,1.483953472,1.143653495,1.29755514,0.194440246,0.292722053
RNU6-841P,20.14906188,1.76633049,0.424285965,4.163066035,3.14E-05,0.000126761
RNU6-25P,554.9854786,-0.321466009,0.17771915,-1.808842824,0.070475425,0.126626769
RNU6-431P,0.534900715,-1.774138257,1.23980872,-1.430977398,0.152436693,0.240406038
RNU6-1296P,4.95342847,5.194363635,1.060628679,4.897438415,9.71E-07,5.15E-06
SNORD116-11,2.167856457,-0.452476704,0.769891169,-0.587715151,0.556723504,0.663917792
SNORD24,1.190115595,2.584085814,1.179956505,2.189983956,0.0285254,0.058340305
SNORA2A,41.65305768,-1.930065252,0.198542711,-9.721158971,2.45E-22,6.75E-21
RNU6-477P,0.542496427,0.768156044,1.1901949,0.645403575,0.518665687,0.629396806
RNU6-1264P,1.045614737,-0.764597331,1.874468189,-0.407900937,0.683346405,0.770812647
SNORD45C,564.2369664,-1.346140199,0.239889143,-5.611509471,2.01E-08,1.41E-07
SNORD116-14,5.654031178,-2.990705089,0.625571235,-4.780758643,1.75E-06,8.90E-06
RNU6-969P,0.862989119,-1.83343272,1.190661556,-1.539843721,0.123598452,0.201944601
RNU1-63P,18.66790661,-1.6542644,0.320174,-5.166766819,2.38E-07,1.41E-06
SNORA80B,0.627561646,-1.458567737,1.106795101,-1.317829953,0.187560578,0.284308364
RNU6-1062P,0.679895483,2.144097303,2.052568941,1.044592101,0.296211532,0.408707127
SNORA70H,2.459963715,-1.885574522,1.014660391,-1.858330668,0.063122071,0.115381754
RNU6-449P,20.17969611,0.719049505,0.311482774,2.308472781,0.020972855,0.044590546
RNU6-1279P,8.247587708,4.2018,0.986339349,4.259994297,2.04E-05,8.55E-05
RNU1-1,1.537573058,0.581907737,0.758759107,0.766920267,0.443128923,0.559535043
RNU6-945P,11.26527405,-1.00217061,0.478592171,-2.093997083,0.03626024,0.071862662
SNORD21,40.94234068,-0.897720941,0.328036319,-2.736651063,0.006206809,0.015159664
RNU6-1036P,23.74949724,0.504797794,0.332515762,1.518116886,0.128984935,0.209337521
SNORA56,3.127293733,2.933709604,0.972982088,3.01517329,0.002568325,0.006890402
RNU6-442P,3.501792684,0.342772254,0.644052527,0.532211644,0.59457942,0.696668036
RNU1-73P,692.8517397,0.158349129,0.201313333,0.786580435,0.431527516,0.54832099
RNU6-723P,0.955879952,-0.652976909,0.987262226,-0.661401694,0.50835474,0.620104638
RNU6-1080P,2.446957,1.910393589,0.80314905,2.378628958,0.017377157,0.037791837
RNU6-26P,18.04211718,-0.164738885,0.336829951,-0.489086212,0.624780662,0.722085202
RNU6-1074P,4.1741208,-1.922940371,0.864987198,-2.223085354,0.026210045,0.054169711
RNU6-1056P,4.058162156,0.579818658,0.598895178,0.968147147,0.332970886,0.448219776
RNU6-756P,699.8529263,0.099273376,0.157467414,0.630437585,0.528408327,0.638501325
RNU6-1027P,1.029025468,0.848270833,0.89366882,0.949200435,0.34251868,0.458232522
RNU6-259P,10.58282248,0.713276094,0.602264862,1.184322942,0.236285251,0.342720737
RNU6-936P,0.531557716,2.53822764,2.421859162,1.048049234,0.294615924,0.407027775
RNU6-641P,16.70361234,-0.759175313,0.353078363,-2.150160965,0.031542485,0.063738376
RNVU1-18,12.09986432,-0.894138229,0.786110356,-1.137420748,0.255362438,0.36439283
RNU6-484P,0.759102215,-1.243239876,1.056248945,-1.177033011,0.239182331,0.346063635
RNU6-620P,0.778005672,2.380675548,1.483792611,1.604453029,0.10861423,0.181422016
RNU6-643P,0.46080819,0.943496412,1.369368969,0.689000871,0.49082272,0.603982315
RNU6-1083P,13.15701244,0.490848939,0.349546402,1.404245436,0.160245776,0.250378772
RNU6-1323P,0.547247828,0.665801253,1.091774591,0.609833988,0.541971784,0.650404651
SNORD101,1.001059106,0.63187259,0.970402573,0.6511448,0.514953019,0.626050551
RNU6-317P,17.41270183,0.971384163,0.321648677,3.020016041,0.002527613,0.006789991
RNU6-418P,0.783360934,1.340920844,1.120754659,1.196444586,0.231523111,0.337196623
RNU6-10P,5.699394508,-1.078822401,0.543060661,-1.986559658,0.046971216,0.089633206
RNU6-152P,1.260473671,-2.229840998,1.18867162,-1.875910016,0.060667637,0.11160121
RNU6-435P,16.86875986,0.160123442,0.390124388,0.410442021,0.681481727,0.769566347
RNU6-949P,3.561633845,-2.453739133,1.201983061,-2.041409079,0.041210183,0.080246537
RNU6-116P,15.14820548,-0.366757662,0.325440933,-1.126956154,0.259761019,0.36939452
RNU6-44P,1.498610505,-1.804362509,0.975773906,-1.849160444,0.064434649,0.117318208
SNORD37,27.74800861,0.464435048,0.414937493,1.119289184,0.263016789,0.372856136
RNU6-637P,0.457361302,1.510886265,1.341112229,1.126591968,0.259915037,0.369535324
RNU6-213P,1.351758743,-2.34231641,1.451905947,-1.613270071,0.106685846,0.178756495
RNU6-224P,0.451592944,-0.536578605,1.390426443,-0.385909379,0.699563785,0.78414107
SNORA15B-2,3.98371638,1.838026282,0.662463617,2.774531662,0.005528125,0.013679819
RNU6-76P,9.536094504,5.682923093,0.916499277,6.200684755,5.62E-10,5.01E-09
RNU6-639P,1.195885999,-1.527685627,0.935835342,-1.632429936,0.102588947,0.173111601
RNU6-926P,10.6852557,-0.996038981,0.417688161,-2.384647385,0.017095499,0.037245596
RNU6-968P,15.55294067,-0.765490682,0.384329569,-1.99175589,0.046397848,0.088664991
SNORA10,0.871280321,-0.831946221,0.947471234,-0.878070163,0.379905644,0.496237709
RNU6-38P,10.60450539,-1.328592036,0.529086536,-2.511105356,0.012035377,0.027214028
RNU6-483P,13.83789974,-1.649433854,0.463530942,-3.558411541,0.000373104,0.001205435
RNU6-849P,23.86127374,-0.887023289,0.287112575,-3.089461645,0.002005196,0.005509983
RNU6-260P,926.3968192,-0.708908514,0.19418572,-3.650672744,0.000261554,0.000872194
RNU1-138P,0.531976423,2.526800588,1.688818802,1.496194018,0.134603103,0.216878937
RNU6-974P,7.122798809,-0.883937073,0.549034454,-1.609984704,0.107401196,0.179719784
RNU6-1032P,1.373742095,-0.573027797,0.746474042,-0.76764598,0.442697538,0.559150897
RNU1-74P,1.188840692,-1.580220598,0.907780718,-1.740751446,0.081727156,0.143354585
SNORA5A,8.584680248,0.294147104,0.343117182,0.857278853,0.391290793,0.508267619
RNU6-746P,22.43543204,-1.500246758,0.374809675,-4.00268952,6.26E-05,0.000238287
RNU6-206P,71.5850011,-0.493941505,0.337639222,-1.462926912,0.143487379,0.228761799
RNU6-890P,21.03776804,-0.152866221,0.230014858,-0.66459281,0.506310969,0.618424872
RNU6-767P,58.56699035,0.305595419,0.20353874,1.501411566,0.133249144,0.215127778
RNU5A-6P,145.3123605,-0.093269658,0.190943539,-0.488467214,0.625218943,0.722423849
RNU6-187P,21.27136517,1.530880138,0.36125068,4.237722512,2.26E-05,9.37E-05
SNORA70F,1.26444107,2.498169756,0.993515715,2.514474325,0.011920998,0.026998559
RNU6-398P,2.237008933,2.067646167,0.966826588,2.138590512,0.032468847,0.06526311
RNU6-761P,813.3932068,3.201264881,0.309547683,10.34175043,4.56E-25,1.50E-23
RNU6-1103P,92.6826804,7.860182994,0.700876823,11.21478515,3.45E-29,1.48E-27
RNU6-1310P,7.945548352,0.576471636,0.392490138,1.46875445,0.141899403,0.226718463
RNA5SP87,3.512402452,-0.524161007,0.690672198,-0.758914299,0.447903825,0.564140825
RNU6-1008P,61.07765458,3.115576766,0.516971788,6.026589535,1.67E-09,1.39E-08
RNU6-48P,70.43032349,0.660946561,0.221056891,2.989938735,0.002790334,0.00742744
RNU6-1200P,3.194678248,-1.35094318,0.651966902,-2.072103931,0.03825575,0.07527644
RNU6-217P,1844.315174,0.428645092,0.136300254,3.14485909,0.001661668,0.004647276
RNU6-42P,7.832203622,-0.312357064,0.505820748,-0.617525212,0.536888357,0.645938922
RNU6-36P,21.21655263,-3.449618671,0.614485699,-5.61383068,1.98E-08,1.39E-07
RNU6-1013P,1.6242837,0.653024523,0.937077624,0.696873457,0.48588199,0.599251884
RNU1-136P,681.5346489,-0.126678917,0.174659886,-0.725289133,0.468274671,0.583178716
SNORA70J,4.746591627,1.404888179,0.680709263,2.063859352,0.039031054,0.076530026
SNORA29,1.237776326,1.084432844,1.28326705,0.845056253,0.398079432,0.514920421
RNU6-439P,3.494232003,2.050446357,0.724150233,2.831520676,0.004632724,0.011675872
RNU1-52P,1447.196391,-1.990415136,0.327221497,-6.082776211,1.18E-09,1.00E-08
RNU6-1181P,13.17722587,-0.2188313,0.354571596,-0.617170982,0.537121954,0.646075346
RNU6-481P,54.75157665,-0.979140514,0.343476021,-2.85068085,0.004362573,0.011061641
RNU6-80P,0.924283894,0.635301663,0.926894261,0.685408994,0.49308587,0.606073439
RNU6-1042P,52.14568135,-3.277439875,0.875101049,-3.745213056,0.000180241,0.000622195
RNU6-514P,0.745668788,2.023855332,1.29114917,1.567483742,0.117001663,0.192961197
SNORA36A,20.92000935,-3.077363426,0.818180814,-3.761226583,0.000169082,0.000586917
RNU6-1201P,6.749648033,-2.811858272,0.612648983,-4.589672631,4.44E-06,2.10E-05
RNU6-793P,4.428450818,-0.78326762,0.539837381,-1.450932534,0.146798647,0.233118646
RNU6-675P,0.888802797,2.625419272,1.591015076,1.650153611,0.098911522,0.167865377
RNU6-5P,0.854435961,-1.286824491,1.101028388,-1.168747786,0.242505263,0.34994826
RNU6-1316P,0.807716724,-1.532370237,1.232641689,-1.243159508,0.213809061,0.315882611
RNU6-17P,82.55225491,-3.002032325,0.691289558,-4.342655388,1.41E-05,6.06E-05
RNU6-13P,15.51998831,-0.256935334,0.488998601,-0.525431634,0.599283167,0.700558347
SNORD61,17.61444757,0.413595359,0.412627441,1.002345743,0.316176637,0.430398691
RNU6-40P,2.206243538,1.078099374,0.71819912,1.501114863,0.133325855,0.215208062
RNU6-198P,0.47297527,1.052438623,1.13864818,0.924287802,0.355336492,0.471036003
SNORD63,0.470772034,-1.600077771,1.328609996,-1.204324652,0.228464122,0.333554888
RNU6-574P,0.829335767,-0.507006112,1.070384983,-0.473667064,0.635737344,0.731557993
RNU6-524P,0.536921011,0.759990827,1.258015072,0.604119016,0.545764518,0.653762223
RNU6-820P,44.11137405,-1.963434029,0.391741129,-5.012070181,5.38E-07,2.99E-06
SNORD116-2,1.165901056,-3.136143957,1.405976123,-2.230581234,0.025708881,0.053318449
RNU6-611P,22.25663448,-2.925229977,0.718785598,-4.069683623,4.71E-05,0.000183302
RNU1-2,3.629038036,1.28135135,0.608631112,2.105300444,0.035265164,0.070123271
RNU6-891P,0.595296413,-0.913005143,1.2094107,-0.754917368,0.450298564,0.566276257
SNORA54,2.035203505,0.338749216,0.670090681,0.505527424,0.613188442,0.712197519
RNU6-167P,0.943016538,3.386618493,1.030288736,3.287057671,0.001012401,0.002972336
RNU6-43P,1.236067519,1.039643069,0.958363653,1.084810621,0.278005541,0.38935242
RNY3P14,1.608680879,-3.620065557,0.975566639,-3.71073119,0.000206661,0.00070471
RNU6-196P,46.43677984,-0.709636861,0.282254679,-2.514172176,0.011931217,0.027017149
RNU6-1226P,9.732629562,-0.91799714,0.364064962,-2.521520159,0.011684898,0.026526436
RNU6-886P,19.90744596,-1.043250808,0.387334485,-2.693410596,0.007072511,0.017023436
SNORD51,855.6334661,0.047111516,0.115203618,0.408941292,0.682582746,0.770356489
SNORA27,0.698621808,-2.01241077,1.149472882,-1.750724878,0.079993312,0.140901899
RNU6-378P,28.68008257,-1.354211016,0.345224345,-3.922698492,8.76E-05,0.000322218
RNU6-937P,11.46628086,2.887310595,0.549156935,5.257714888,1.46E-07,8.94E-07
RNU1-8P,0.469716895,1.091067558,1.42889064,0.763576671,0.445119556,0.561418451
RNU6-784P,36.51347333,3.809044197,0.385075081,9.891692254,4.52E-23,1.31E-21
RNU6-480P,7.198748338,-0.334374797,0.398069158,-0.83999172,0.400913029,0.517788194
RNU5A-2P,650.8958465,3.52620769,0.263526878,13.3808275,7.83E-41,6.34E-39
SNORA72,2.85457562,2.286095568,0.758019693,3.015878859,0.002562356,0.006876449
RNU6-463P,2.244316784,-0.691298533,0.924761799,-0.747542269,0.454736298,0.57036233
RNU6-1207P,48.49157788,0.608753209,0.320541519,1.899139964,0.057546076,0.106676215
RNU6-1113P,112.7982017,0.229860012,0.179965046,1.277248092,0.201514673,0.301162569
RNU6-1119P,1.438404017,0.391964437,0.812445835,0.482449931,0.629486358,0.725825563
RNU6-22P,18.57196418,1.700628123,0.482319606,3.525936125,0.000421989,0.001349581
SNORA7B,1.541268377,-2.58169493,1.38044617,-1.870188774,0.061457608,0.112845843
RNU6-166P,37.36633947,-2.116819865,0.457761836,-4.624282101,3.76E-06,1.80E-05
RNU6-434P,0.964410576,-1.103284739,0.992959975,-1.11110696,0.266522312,0.376875592
SNORD38C,2.109360332,2.979817851,0.981315041,3.036555773,0.002392978,0.006464505
RNVU1-32,9.792124814,-1.001774184,0.354969565,-2.822141056,0.004770419,0.011992539
SNORA25,6.765798531,-1.230267035,0.573764238,-2.144203061,0.03201662,0.064552078
RNU6-364P,4.707651595,0.616832609,0.491773796,1.254301498,0.20973244,0.310953855
RNU6-1230P,6.255165367,-0.812068108,0.448123211,-1.812153641,0.06996246,0.12585656
RNU6-591P,11.11316371,1.135082099,0.339668306,3.341736865,0.000832559,0.002496285
RNA5SP187,0.696634643,1.744947527,1.065707523,1.637360616,0.101555142,0.17165569
SNORD116-7,3.769637228,-0.740193586,0.634345567,-1.166861762,0.2432662,0.350839104
RNU6-452P,7.303630598,2.847864528,0.834648163,3.41205391,0.000644754,0.001983414
SNORD116-13,1.712749672,0.397227194,0.868221511,0.457518259,0.647298582,0.741435725
RNU6-869P,2135.773471,-0.244446481,0.168271262,-1.452692975,0.146309018,0.232464737
SNORA18,2.295077366,-0.575435494,0.644247035,-0.893190753,0.371755029,0.487962521
RNU6-465P,1.200851162,1.208751972,0.980599789,1.232665952,0.21770042,0.320609441
RNY1P14,49.83090104,0.133313894,0.277621806,0.480199651,0.631085435,0.727388488
RNU6-1289P,17.09938157,-1.493471979,0.375455983,-3.977755173,6.96E-05,0.000261885
SNORA70,19.74177203,-0.471269387,0.328725266,-1.43362691,0.15167876,0.239453386
RNU6-1340P,2.280363525,3.059856837,1.576115161,1.941391666,0.052210788,0.098174694
RNU6-24P,3.058226464,-2.239791768,1.034252348,-2.16561439,0.030340666,0.061598176
SNORD116-15,0.586237091,1.097505506,1.119997775,0.979917577,0.327126806,0.442102378
RNU1-67P,2.267131764,0.784312032,0.71668143,1.094366338,0.273794341,0.384669026
RNU6-1122P,4.034677573,0.49946715,0.584869154,0.853981008,0.393115512,0.509975046
RNU6-1157P,80.10759153,0.364799182,0.323535351,1.12754041,0.259514065,0.369121467
SNORA10B,11.18871697,-1.24973589,0.427166844,-2.925638797,0.003437498,0.008955824
RNU6-809P,440.0278203,0.459098904,0.226692819,2.025202682,0.042846556,0.082892402
RNU6-649P,3.244070581,-1.39946361,0.854744465,-1.637288882,0.101570123,0.171661875
RNU6-1026P,2.129172312,1.756742328,0.737353033,2.382498273,0.017195613,0.037448533
