	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_SODIUM_ION_TRANSPORT	GO_SODIUM_ION_TRANSPORT	GO_SODIUM_ION_TRANSPORT	65	0.480591471656887	1.27231422994912	0.108490566037736	0.457294754568355	0.39983680130559	1651	tags=29%, list=11%, signal=26%	SCN3A/SLC13A4/SLC10A5/SLC9A7/SLC10A6/KCNK1/WNK4/ATP1B2/NALCN/SLC9A5/SLC5A9/CATSPER3/SLC4A4/SLC24A3/SCNN1D/SLC4A8/SCN3B/SLC9A3/SLC5A3
GO_PROTEIN_DEACETYLASE_ACTIVITY	GO_PROTEIN_DEACETYLASE_ACTIVITY	GO_PROTEIN_DEACETYLASE_ACTIVITY	35	0.533624549600185	1.27294207645751	0.137030995106036	0.518077431966118	0.452982285837663	28	tags=3%, list=0%, signal=3%	SALL1
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	135	0.43728456398475	1.27313709046016	0.0590841949778434	0.326283777912938	0.285287029372894	1623	tags=25%, list=11%, signal=23%	NTSR1/KCNH2/RELN/KCNJ11/TESC/ACTN2/BDKRB1/FXYD1/ARC/AVPR1A/ANK3/SLC6A1/KCNE1/NLGN3/WNK4/FGF14/KCNE2/PLA2R1/CACNA2D1/CHRNB2/ATP1B2/AKAP6/AMIGO1/HFE/TNFSF11/TRPC1/HOMER1/CNTN1/STC1/ADORA1/FHL1/EDNRA/UCN/SCN3B
GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM	GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM	GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM	11	0.667118021754624	1.27326633934796	0.180579216354344	0.587725207756233	0.513878991106575	340	tags=9%, list=2%, signal=9%	PROX1
GO_NOTCH_SIGNALING_PATHWAY	GO_NOTCH_SIGNALING_PATHWAY	GO_NOTCH_SIGNALING_PATHWAY	80	0.468485482849447	1.27344739421579	0.0953125	0.422870392249527	0.369737774848274	2380	tags=18%, list=16%, signal=15%	TMEM100/TIMP4/PLN/BMP2/MESP2/HOXD3/CNTN1/CDH6/PGAM2/MESP1/CDK6/MDK/S1PR3/MAML2
GO_ANION_ANION_ANTIPORTER_ACTIVITY	GO_ANION_ANION_ANTIPORTER_ACTIVITY	GO_ANION_ANION_ANTIPORTER_ACTIVITY	11	0.668043733911791	1.27503316034696	0.178875638841567	0.585116549632277	0.511598104414649	2148	tags=45%, list=14%, signal=39%	SLC26A10/SLC26A7/SLC26A4/SLC7A11/SLC26A2
GO_SPINDLE_LOCALIZATION	GO_SPINDLE_LOCALIZATION	GO_SPINDLE_LOCALIZATION	27	0.561463674381654	1.27638917525306	0.154605263157895	0.549808552918558	0.480726470035534	2120	tags=15%, list=14%, signal=13%	FMN2/EYA1/PAX6/SPRY2
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	30	0.55195162264383	1.276582644404	0.152597402597403	0.548865033683115	0.479901501655072	2560	tags=33%, list=17%, signal=28%	TESC/FXYD1/ANK3/AGT/ATP1B2/PTPN3/SCN3B/FXYD3/SCN4B/NEDD4
GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	GO_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS	13	0.644063478427998	1.27778490596251	0.178752107925801	0.585116549632277	0.511598104414649	1354	tags=23%, list=9%, signal=21%	ALDH1A2/RLBP1/RBP1
GO_ERK1_AND_ERK2_CASCADE	GO_ERK1_AND_ERK2_CASCADE	GO_ERK1_AND_ERK2_CASCADE	14	0.634246624547455	1.27827913048357	0.182274247491639	0.591289093106947	0.516995083090168	1036	tags=29%, list=7%, signal=27%	EGF/AGT/OXTR/TNFSF11
GO_MICROBODY_LUMEN	GO_MICROBODY_LUMEN	GO_MICROBODY_LUMEN	35	0.535870669798453	1.27830011500971	0.130505709624796	0.508798838022253	0.444869524241196	378	tags=9%, list=2%, signal=8%	ACOX2/BAAT/DDO
GO_REGULATION_OF_CARTILAGE_DEVELOPMENT	GO_REGULATION_OF_CARTILAGE_DEVELOPMENT	GO_REGULATION_OF_CARTILAGE_DEVELOPMENT	41	0.522891985460795	1.27861332416176	0.133870967741935	0.514367433447629	0.449738439443928	1357	tags=29%, list=9%, signal=27%	BMP2/SIX2/PTHLH/NKX3-2/TGFB2/PKDCC/GLI2/FGF18/HOXA11/SOX5/SHOX2/ADAMTS12
GO_TRANSITION_METAL_ION_TRANSPORT	GO_TRANSITION_METAL_ION_TRANSPORT	GO_TRANSITION_METAL_ION_TRANSPORT	70	0.481447380325206	1.27878607894468	0.106349206349206	0.451767578826402	0.39500410150565	1482	tags=14%, list=10%, signal=13%	TRPC4/TF/TTYH1/TFR2/STEAP2/REP15/HFE/TRPC1/SCARA5/STEAP3
GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS	GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS	GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS	24	0.576304964283811	1.27880430635572	0.152709359605911	0.548865033683115	0.479901501655072	4073	tags=46%, list=27%, signal=34%	RGPD5/SORL1/RGPD6/RGPD4/GCC2/RGPD1/OBSL1/TRIP11/RAB33B/IFT20/PAQR3
GO_REGULATION_OF_DNA_BINDING	GO_REGULATION_OF_DNA_BINDING	GO_REGULATION_OF_DNA_BINDING	67	0.481634505400075	1.27884442198202	0.107086614173228	0.454316686024003	0.397232919697618	2123	tags=15%, list=14%, signal=13%	SOX11/MDFI/EGF/WFIKKN1/LIF/MSX1/LHX2/ITGA2/SMO/TRIM6
GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	44	0.514130325531624	1.27915272765035	0.1328125	0.512682462993421	0.448265181353878	414	tags=5%, list=3%, signal=4%	SRSF12/CELF4
GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	75	0.475113192086489	1.27917495808039	0.0924764890282132	0.415391999520031	0.363199023642411	2859	tags=29%, list=19%, signal=24%	GALNT5/B3GALT1/B3GAT2/B4GALNT4/B3GALT2/UGT8/B4GALNT1/B3GNT5/B4GALT6/B4GALNT3/GALNT14/XYLT1/HAS3/CSGALNACT1/GALNT12/GCNT1/B3GNT7/GALNT7/MGAT3/EXTL2/B3GALNT2/CCDC126
GO_DICARBOXYLIC_ACID_TRANSPORT	GO_DICARBOXYLIC_ACID_TRANSPORT	GO_DICARBOXYLIC_ACID_TRANSPORT	47	0.508617496602882	1.27934184055756	0.128164556962025	0.504015805523343	0.440687467928938	1777	tags=23%, list=12%, signal=21%	NTSR1/SLC26A10/SLC26A7/SLC26A4/SLC1A1/SLC1A2/NTRK2/KCNJ10/SLC7A11/STX1A/SNAP25
GO_CILIARY_TIP	GO_CILIARY_TIP	GO_CILIARY_TIP	37	0.534360830492967	1.27947325336254	0.136065573770492	0.517856283197201	0.45278892386381	3887	tags=46%, list=25%, signal=34%	GLI2/KIF7/TTC26/SMO/IFT80/GLI1/TTC21B/IFT57/TTC30B/WDR35/DYNC2LI1/IFT74/WDR60/IFT88/IFT20/CLUAP1/GLI3
GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT	GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT	GO_REGULATION_OF_CELL_CYCLE_CHECKPOINT	23	0.575906763402231	1.2800550156808	0.160975609756098	0.560918725585535	0.490440677025094	4916	tags=48%, list=32%, signal=32%	PROX1/USP44/CHEK2/MAD2L1/RINT1/CRY1/TPR/RNASEH2B/GEN1/THOC5/THOC1
GO_AMINOGLYCAN_CATABOLIC_PROCESS	GO_AMINOGLYCAN_CATABOLIC_PROCESS	GO_AMINOGLYCAN_CATABOLIC_PROCESS	43	0.516321351111903	1.28238573601685	0.137715179968701	0.518808230154962	0.453621261044154	2383	tags=35%, list=16%, signal=30%	OGN/GPC4/GPC6/FGF2/ACAN/CSPG5/GPC3/LYVE1/OMD/LYG1/VCAN/GPC1/FMOD/GPC2/HMMR
GO_CARDIAC_CHAMBER_DEVELOPMENT	GO_CARDIAC_CHAMBER_DEVELOPMENT	GO_CARDIAC_CHAMBER_DEVELOPMENT	80	0.472077489824394	1.28321126543423	0.0875	0.402671568627451	0.352076883384933	2084	tags=20%, list=14%, signal=17%	SOX11/SALL1/TNNI1/PROX1/STRA6/CPE/SFRP2/SHOX2/FOXH1/ZFPM2/KCNK2/FZD1/COL11A1/SMO/MESP1/LTBP1
