"B3_TKR181100057_sc1" "B3_TKR181100057_sc2" "B3_TKR181100057_sc3" "B3_TKR181100057_sc4" "B3_TKR181100057_sc5" "B3_TKR181100057_sc6" "B3_TKR181100057_sc7" "B3_TKR181100057_sc9" "B3_TKR181100057_sc10" "B3_TKR181100057_sc11" "B3_TKR181100057_sc12" "B3_TKR181100057_sc13" "B3_TKR181100057_sc14" "B3_TKR181100057_sc15" "B3_TKR181100057_sc16" "B3_TKR181100057_sc17" "B3_TKR181100057_sc18" "B3_TKR181100057_sc20" "B3_TKR181100057_sc21" "B3_TKR181100057_sc24" "B3_TKR181100057_sc25" "B3_TKR181100057_sc26" "B3_TKR181100057_sc27" "B3_TKR181100057_sc28" "B3_TKR181100057_sc29" "B3_TKR181100057_sc30" "B3_TKR181100057_sc32" "B3_TKR181100057_sc33" "B3_TKR181100057_sc35" "B3_TKR181100057_sc36" "B3_TKR181100057_sc37" "B3_TKR181100057_sc38" "B3_TKR181100057_sc40" "B3_TKR181100057_sc41" "B3_TKR181100057_sc42" "B3_TKR181100057_sc43" "B3_TKR181100057_sc46" "B3_TKR181100057_sc47" "B3_TKR181100057_sc48" "YS8_TKR181100059_sc49" "YS8_TKR181100059_sc50" "YS8_TKR181100059_sc51" "YS8_TKR181100059_sc52" "YS8_TKR181100059_sc53" "YS8_TKR181100059_sc54" "YS8_TKR181100059_sc55" "YS8_TKR181100059_sc56" "YS8_TKR181100059_sc57" "YS8_TKR181100059_sc58" "YS8_TKR181100059_sc59" "YS8_TKR181100059_sc61" "YS8_TKR181100059_sc62" "YS8_TKR181100059_sc63" "YS8_TKR181100059_sc64" "YS8_TKR181100059_sc65" "YS8_TKR181100059_sc66" "YS8_TKR181100059_sc67" "YS8_TKR181100059_sc68" "YS8_TKR181100059_sc69" "YS8_TKR181100059_sc70" "YS8_TKR181100059_sc71" "YS8_TKR181100059_sc72" "YS8_TKR181100059_sc74" "YS8_TKR181100059_sc75" "YS8_TKR181100059_sc77" "YS8_TKR181100059_sc78" "YS8_TKR181100059_sc79" "YS8_TKR181100059_sc80" "YS8_TKR181100059_sc82" "YS8_TKR181100059_sc83" "YS8_TKR181100059_sc84" "YS8_TKR181100059_sc86" "YS8_TKR181100059_sc87" "YS8_TKR181100059_sc88" "YS8_TKR181100059_sc89" "YS8_TKR181100059_sc90" "YS8_TKR181100059_sc91" "YS8_TKR181100059_sc92" "YS8_TKR181100059_sc93" "YS8_TKR181100059_sc94" "YS8_TKR181100059_sc95" "YS8_TKR181100059_sc96" "H4_TKR181100060_sc49" "H4_TKR181100060_sc50" "H4_TKR181100060_sc51" "H4_TKR181100060_sc52" "H4_TKR181100060_sc53" "H4_TKR181100060_sc54" "H4_TKR181100060_sc55" "H4_TKR181100060_sc56" "H4_TKR181100060_sc57" "H4_TKR181100060_sc58" "H4_TKR181100060_sc59" "H4_TKR181100060_sc61" "H4_TKR181100060_sc62" "H4_TKR181100060_sc63" "H4_TKR181100060_sc64" "H4_TKR181100060_sc65" "H4_TKR181100060_sc66" "H4_TKR181100060_sc68" "H4_TKR181100060_sc69"
"GALNT6" 0 0 0 2 0 0 0 1 0 4 0 0 26 14 15 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 27 0 0 0 0 0 2 0 0 10 0 0 0 0 0 14 1 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 13 0 8 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0
"GALNT7" 7 0 0 0 0 1 0 0 0 2 9 11 10 5 4 0 0 4 0 2 0 23 0 5 17 0 3 0 0 0 0 0 1 26 0 0 0 0 16 0 0 1 18 0 0 6 0 0 28 5 10 24 19 5 31 1 1 13 0 30 4 0 3 0 28 0 1 0 1 7 10 0 3 1 5 3 2 0 2 0 4 10 14 26 2 101 0 1 0 0 10 0 4 44 0 0 15 0 0 1 0
"GALNT8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GALNT9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GALNTL5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GALNTL6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GALP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GALR1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GALR2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0
"GALR3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GALT" 0 0 0 0 0 2 0 0 18 0 0 0 1 0 13 0 0 3 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 40 0 7 0 0 9 0 0 3 0 43 6 0 0 0 0 0 4 0 0 1 0 0 15 3 0 0 0 0 0 0 0 0 1 0 10 3 0 0 0 1 0 60 0 0 0 2 0 8 0 0 0 31 0 0 0 0 0 1 0
"GAMT" 5 6 10 0 0 3 0 17 2 19 6 24 0 9 11 0 0 12 3 1 0 0 4 13 30 0 2 0 2 0 0 0 18 0 19 6 0 0 7 29 1 6 32 0 26 21 6 1 57 4 19 1 36 6 0 56 5 15 18 23 0 25 0 6 0 4 1 11 0 9 4 1 3 2 7 0 6 1 4 1 3 6 1 300 10 36 0 129 1 2 69 4 16 1 1 0 3 20 0 28 0
"GAN" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GANAB" 4 0 1 17 0 0 0 5 9 0 2 0 0 0 26 1 0 0 1 2 12 0 1 0 31 3 1 15 20 0 0 1 3 5 1 0 0 0 5 5 1 10 13 4 0 4 1 10 15 9 4 5 25 1 3 34 0 0 2 16 0 1 0 0 21 2 4 0 0 8 1 0 0 0 0 3 1 36 0 0 2 12 0 22 0 34 2 15 2 9 34 0 0 0 0 0 1 3 1 0 0
"GANC" 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 14 0 0 6 5 0 0 0 1 2 0 0 0 12 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 28 0 24 0 0 4 2 0 0 0 0 0 0 0 0 0
"GAP43" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAPDH" 239 207 318 171 95 75 55 443 1247 401 677 190 224 1394 850 416 315 446 175 434 319 652 404 183 1441 1084 405 636 213 75 14 57 248 1550 1164 98 61 251 807 492 895 1295 672 237 608 988 145 137 1091 319 583 840 915 133 522 812 551 100 366 1034 275 433 308 213 757 102 170 245 39 524 515 370 49 53 507 320 196 754 80 177 240 457 1254 3407 1756 2477 214 3192 2183 351 1080 749 196 1213 708 147 198 363 416 438 258
"GAPDHS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAPLINC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0
"GAPT" 0 0 1 0 0 0 2 0 0 3 10 1 0 12 0 1 0 0 0 1 5 0 0 0 0 0 2 2 0 0 0 0 16 15 0 0 0 0 1 11 22 2 0 1 2 1 0 0 0 2 8 0 45 0 3 73 0 28 1 0 0 7 0 4 0 0 0 3 1 0 25 0 4 0 0 0 15 0 2 0 2 7 28 10 0 36 0 56 29 0 0 0 0 1 0 0 0 0 1 0 6
"GAPVD1" 0 1 0 25 1 0 5 12 21 2 31 9 9 3 8 1 0 4 0 4 0 1 8 19 34 15 4 38 3 0 0 5 0 53 11 2 0 1 14 2 1 42 0 0 1 24 1 1 15 6 20 0 30 1 16 47 1 0 20 12 0 4 1 4 14 10 0 0 0 0 19 6 2 2 8 0 4 32 0 0 7 15 28 31 19 116 15 64 74 0 17 11 0 2 0 1 22 14 0 0 0
"GAR1" 1 0 0 0 0 1 0 0 14 2 1 0 0 9 0 0 0 0 0 7 0 0 0 5 7 0 6 0 0 0 0 0 1 20 1 0 0 1 1 0 0 15 1 7 0 19 0 6 2 6 0 0 15 0 2 6 0 0 11 0 2 2 22 0 11 0 0 0 0 0 0 0 0 3 3 0 8 14 1 0 0 0 0 0 0 34 5 0 0 4 0 3 0 23 0 1 0 11 0 0 0
"GAREM" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAREML" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GARNL3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GARS" 0 0 0 8 1 0 5 10 37 12 24 1 1 21 0 43 18 6 2 4 1 9 35 9 48 10 10 17 13 0 3 5 3 48 56 4 0 0 0 7 5 54 12 2 3 5 1 0 37 18 16 24 43 0 11 32 26 0 1 31 14 1 0 7 35 4 32 4 0 17 0 1 1 0 1 4 0 67 0 13 10 15 1 160 4 6 0 41 169 9 40 0 0 81 46 0 0 44 0 0 0
"GART" 8 0 0 1 0 0 0 17 40 4 1 0 0 1 3 0 3 2 0 1 0 0 12 21 11 1 8 0 4 0 0 2 0 57 23 2 0 0 50 32 2 71 9 7 9 51 3 0 16 21 12 34 35 1 11 69 5 0 15 20 1 26 0 5 12 0 21 3 1 1 10 2 0 0 27 2 5 55 0 0 7 2 1 96 1 93 0 119 150 8 11 36 0 1 69 0 0 23 2 1 0
"GAS1" 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0
"GAS2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAS2L1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 9 1 0 0 0 0 0 1 46 2 0 0 0 0 0
"GAS2L1P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAS2L2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAS2L3" 0 0 0 0 0 1 0 0 0 0 11 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"GAS5" 13 22 1 12 5 8 1 6 30 4 49 41 0 6 35 32 27 6 7 51 40 19 54 5 64 18 35 1 28 9 1 12 123 116 6 5 0 58 60 82 34 104 128 34 32 39 7 6 150 30 74 50 77 0 42 176 37 40 64 94 50 48 46 50 28 7 35 2 3 56 52 67 6 9 33 52 35 124 6 20 28 63 53 389 91 242 5 158 356 5 71 1 32 222 126 1 25 28 89 1 33
"GAS5-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAS6" 0 1 0 13 0 0 2 6 3 0 1 0 1 5 61 2 5 4 0 0 9 1 1 0 4 7 3 0 4 0 6 2 0 8 18 1 0 10 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAS6-AS1" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 8 0 12 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAS6-AS2" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAS7" 0 0 0 0 0 2 0 0 4 4 12 0 0 67 1 0 0 12 0 1 0 9 0 1 41 16 0 0 0 0 0 0 1 0 14 4 0 16 13 0 0 0 1 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 1 40 0 0 0 0 25 3 37 0 0 0 0 0 0 1 0 0 0 0 0 20 0 0 0
"GAS8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAS8-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GAST" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GATA1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 16 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 36 0 0 0 0 23 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 7 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 42 0 0 1 15 0 0 0 109 21 31 0 0 0 0
"GATA2" 0 0 1 0 0 0 0 0 0 0 1 0 0 3 0 30 0 0 0 0 0 0 0 0 1 1 12 0 0 0 0 1 201 0 1 0 0 1 1 2 2 4 1 9 203 1 0 19 1 1 10 0 72 13 12 1 0 1 27 10 0 1 0 0 2 0 8 5 4 34 0 1 25 3 1 4 17 18 3 0 0 32 0 545 2 114 0 2 4 0 9 1 1 15 8 51 49 0 53 0 0
"GATA2-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GATA3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 15 6 0 64 0 0 39 0 0 0 0 0 0 0 5 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
"GATA3-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GATA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GATA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GATA6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 8 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GATA6-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GATAD1" 0 17 0 12 0 0 0 2 0 1 2 1 0 37 5 2 15 1 0 9 0 0 9 0 0 18 2 1 7 4 0 0 18 2 0 0 0 0 0 23 0 23 7 11 24 39 0 1 27 1 5 14 17 1 17 71 15 7 8 5 16 8 26 9 9 0 0 9 1 0 5 8 0 0 0 0 0 0 5 1 0 8 1 43 9 39 14 51 1 1 24 42 0 3 2 0 0 3 41 23 0
"GATAD2A" 0 0 0 0 0 0 0 11 24 9 4 1 0 0 10 1 1 3 2 4 0 0 1 0 23 7 3 1 0 0 1 1 1 0 7 9 0 1 0 0 0 1 0 0 17 1 1 1 0 2 21 13 16 1 1 0 0 0 4 21 0 5 9 1 16 0 19 1 0 17 2 2 0 0 0 19 0 19 0 2 0 4 49 0 1 37 1 66 53 0 2 0 0 5 3 0 0 0 0 0 0
"GATAD2B" 1 0 0 0 0 1 0 11 2 1 3 0 0 11 1 3 0 2 4 3 0 0 0 0 0 0 7 0 0 0 2 0 0 0 1 2 0 0 24 0 0 2 0 10 12 1 1 0 12 1 0 0 16 10 3 9 13 0 0 1 0 0 0 5 13 1 0 12 0 7 11 0 0 0 11 0 4 0 0 0 5 6 38 0 1 24 0 25 0 2 10 0 1 1 0 0 24 0 3 0 0
"GATB" 0 0 0 2 0 0 3 5 5 4 0 5 0 0 0 0 0 0 0 0 0 2 0 0 12 0 0 5 0 3 0 0 0 0 0 0 0 0 0 8 0 0 0 10 0 0 0 0 22 1 0 23 0 0 10 0 1 0 8 11 0 0 0 8 4 1 0 10 0 46 0 0 0 5 0 5 0 0 0 3 2 0 70 68 64 67 0 0 0 0 0 0 0 40 0 1 0 0 0 0 0
"GATC" 0 0 1 0 3 0 0 0 0 0 13 0 0 0 8 0 6 0 0 0 0 0 0 1 10 0 0 3 10 0 0 0 0 5 0 0 0 0 0 0 0 0 25 0 12 19 0 1 0 2 1 1 20 0 0 6 0 0 6 1 0 1 12 0 6 0 0 6 0 0 0 6 0 0 15 0 4 0 0 1 0 0 0 57 3 1 0 52 18 0 0 0 0 1 31 1 0 0 0 39 0
"GATM" 1 0 13 34 0 0 0 46 0 0 1 0 0 1 61 1 19 8 0 1 0 34 0 1 13 14 1 8 7 0 11 0 0 21 0 3 2 0 35 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 3 1 829 7 0 0 98 0 0 1 0 4 2 0 1 0 0 0 0
"GATS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GATSL2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
