"FL7_TKR181200323_sc49" "FL7_TKR181200323_sc50" "FL7_TKR181200323_sc51" "FL7_TKR181200323_sc52" "FL7_TKR181200323_sc53" "FL7_TKR181200323_sc54" "FL7_TKR181200323_sc55" "FL7_TKR181200323_sc56" "FL7_TKR181200323_sc57" "FL7_TKR181200323_sc58" "FL7_TKR181200323_sc59" "FL7_TKR181200323_sc60" "FL7_TKR181200323_sc61" "FL7_TKR181200323_sc62" "FL7_TKR181200323_sc63" "FL7_TKR181200323_sc64" "FL7_TKR181200323_sc65" "FL7_TKR181200323_sc66" "FL7_TKR181200323_sc67" "FL7_TKR181200323_sc68" "FL7_TKR181200323_sc69" "FL7_TKR181200323_sc70" "FL7_TKR181200323_sc71" "FL7_TKR181200323_sc72" "FL7_TKR181200323_sc73" "FL7_TKR181200323_sc74" "FL7_TKR181200323_sc75" "FL7_TKR181200323_sc76" "FL7_TKR181200323_sc77" "FL7_TKR181200323_sc78" "FL7_TKR181200323_sc79" "FL7_TKR181200323_sc80" "FL7_TKR181200323_sc81" "FL7_TKR181200323_sc82" "FL7_TKR181200323_sc83" "FL7_TKR181200323_sc84" "FL7_TKR181200323_sc86" "FL7_TKR181200323_sc87" "FL7_TKR181200323_sc88" "FL7_TKR181200323_sc89" "FL7_TKR181200323_sc90" "FL7_TKR181200323_sc91" "FL7_TKR181200323_sc92" "FL7_TKR181200323_sc93" "FL7_TKR181200323_sc94" "FL7_TKR181200323_sc95" "FL7_TKR181200323_sc96" "YS9_TKR181200321_sc1" "YS9_TKR181200321_sc2" "YS9_TKR181200321_sc3" "YS9_TKR181200321_sc4" "YS9_TKR181200321_sc7" "YS9_TKR181200321_sc8" "YS9_TKR181200321_sc9" "YS9_TKR181200321_sc10" "YS9_TKR181200321_sc11" "YS9_TKR181200321_sc12" "YS9_TKR181200321_sc13" "YS9_TKR181200321_sc14" "YS9_TKR181200321_sc15" "YS9_TKR181200321_sc16" "YS9_TKR181200321_sc17" "YS9_TKR181200321_sc19" "YS9_TKR181200321_sc20" "YS9_TKR181200321_sc21" "YS9_TKR181200321_sc22" "YS9_TKR181200321_sc24" "YS9_TKR181200321_sc25" "YS9_TKR181200321_sc26" "YS9_TKR181200321_sc27" "YS9_TKR181200321_sc28" "YS9_TKR181200321_sc29" "YS9_TKR181200321_sc30" "YS9_TKR181200321_sc32" "YS9_TKR181200321_sc33" "YS9_TKR181200321_sc36" "YS9_TKR181200321_sc37" "YS9_TKR181200321_sc38" "YS9_TKR181200321_sc39" "YS9_TKR181200321_sc40" "YS9_TKR181200321_sc41" "YS9_TKR181200321_sc42" "YS9_TKR181200321_sc44" "YS9_TKR181200321_sc45" "YS9_TKR181200321_sc47" "YS9_TKR181200321_sc48" "H6_TKR181200322_sc49" "H6_TKR181200322_sc50" "H6_TKR181200322_sc51" "H6_TKR181200322_sc52" "H6_TKR181200322_sc53" "H6_TKR181200322_sc54" "H6_TKR181200322_sc55" "H6_TKR181200322_sc56" "H6_TKR181200322_sc57" "H6_TKR181200322_sc58" "H6_TKR181200322_sc59" "H6_TKR181200322_sc60" "H6_TKR181200322_sc61" "H6_TKR181200322_sc62" "H6_TKR181200322_sc63" "H6_TKR181200322_sc64" "H6_TKR181200322_sc65" "H6_TKR181200322_sc66" "H6_TKR181200322_sc67" "H6_TKR181200322_sc68" "H6_TKR181200322_sc69" "H6_TKR181200322_sc70" "H6_TKR181200322_sc71" "H6_TKR181200322_sc72" "H6_TKR181200322_sc73" "H6_TKR181200322_sc74" "H6_TKR181200322_sc75" "H6_TKR181200322_sc76" "H6_TKR181200322_sc77" "H6_TKR181200322_sc78" "H6_TKR181200322_sc79" "H6_TKR181200322_sc80" "H6_TKR181200322_sc81" "H6_TKR181200322_sc82" "H6_TKR181200322_sc83" "H6_TKR181200322_sc84" "H6_TKR181200322_sc85" "H6_TKR181200322_sc86" "H6_TKR181200322_sc87" "H6_TKR181200322_sc88" "H6_TKR181200322_sc89" "H6_TKR181200322_sc90" "H6_TKR181200322_sc91" "H6_TKR181200322_sc92" "H6_TKR181200322_sc93" "H6_TKR181200322_sc94" "H6_TKR181200322_sc95" "H6_TKR181200322_sc96"
"AADAT" 23 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 71 3 0 0 7 0 0 0 0 20 0 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 8 0 7 0 5 0 0 2 1 0 0 9 0 0 0 3 1 6 0 1 12 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
"AAED1" 5 0 0 0 0 0 0 0 9 0 0 0 0 35 21 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 1 4 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 5 0 0 0 0 0 0 0 0 0 0 5 14 0 2 10 3 0 0 8 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 19 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 16 0 0 0 0 0 0
"AAGAB" 8 24 1 0 0 0 0 0 0 0 3 2 0 0 15 23 18 1 20 9 0 2 23 7 0 0 0 1 0 0 0 17 9 1 0 0 14 0 1 0 14 0 21 1 16 0 17 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 3 0 2 12 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 4 26 0 0 15 0 4 0 0 0 63 0 0 0 25 16 0 0 1 0 41 5 16 70 4 0 0 0 0 18 2 0 97 4 0 0 2 0 0 0 0 0 0 1 7 0 6 4 3
"AAK1" 33 53 15 66 0 24 0 10 1 7 5 0 63 57 58 63 17 2 66 1 10 47 3 4 0 50 7 2 33 6 0 0 18 4 1 0 22 0 6 40 0 27 67 5 48 11 9 7 1 0 1 0 1 3 2 0 0 0 7 0 32 0 0 0 0 3 6 0 25 8 0 11 0 0 0 1 1 13 0 9 25 5 5 0 0 25 1 6 35 92 9 71 0 0 8 80 0 36 11 121 16 1 34 19 32 27 36 119 28 0 0 51 33 12 93 6 31 46 9 2 21 34 2 0 1 2 78 52 6 92 6 1 5 44
"AAMDC" 0 14 0 2 0 0 0 5 0 35 0 5 0 0 0 0 9 0 6 0 0 0 0 25 2 0 0 1 20 0 0 23 0 0 0 0 0 2 3 0 11 9 35 0 48 0 26 0 0 0 2 1 1 1 0 0 0 2 0 2 0 5 0 0 0 3 0 0 0 1 0 0 0 2 0 2 2 0 0 0 0 0 0 2 0 0 0 0 2 6 0 0 0 0 1 23 0 0 0 0 0 0 0 20 0 56 0 7 13 3 0 30 0 0 29 8 3 2 9 0 0 0 0 1 0 4 38 0 11 34 0 6 0 9
"AAMP" 29 18 20 7 0 0 0 0 18 10 1 8 32 2 68 58 16 5 59 29 8 3 56 16 1 0 0 1 48 8 0 24 15 1 1 59 8 4 3 1 9 23 21 0 1 18 37 4 0 2 0 1 1 5 3 4 6 1 4 4 0 0 18 1 3 5 4 3 1 4 2 2 4 2 0 8 4 52 3 10 9 4 3 5 0 0 41 9 5 48 6 9 34 2 2 42 1 15 29 26 70 4 9 1 4 72 8 32 52 8 4 0 22 0 100 0 22 54 6 1 18 5 1 44 0 8 25 17 1 45 1 8 7 27
"AANAT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AAR2" 0 21 0 0 0 0 0 4 0 1 0 1 6 1 24 0 6 34 0 0 0 16 1 1 0 0 0 0 0 9 0 0 0 1 13 2 0 4 1 0 0 2 0 2 21 4 0 0 0 0 0 0 1 1 0 0 0 2 0 8 0 0 0 0 1 0 0 0 0 0 2 0 1 2 0 2 3 0 0 2 0 13 0 1 0 0 11 23 2 0 0 1 0 0 0 0 0 0 1 1 68 0 0 0 0 115 0 0 0 14 2 0 0 0 1 0 0 2 0 2 1 92 0 139 0 2 0 0 0 1 2 0 14 0
"AARD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AARS" 1 0 22 14 0 0 0 2 6 16 3 1 7 84 88 8 38 0 18 0 3 12 11 33 3 0 1 2 64 0 23 3 2 0 1 0 24 0 0 1 7 0 21 0 0 5 30 6 8 1 0 0 2 0 13 3 0 0 2 6 0 11 7 1 0 0 0 0 0 2 0 0 1 1 0 5 0 0 0 6 0 0 3 2 0 0 10 28 7 1 0 1 0 1 0 11 0 24 0 0 56 0 0 0 2 0 15 68 65 1 0 0 0 1 32 0 9 145 11 6 0 3 1 127 1 2 15 16 0 54 0 0 9 68
"AARS2" 59 16 18 0 1 0 0 5 0 0 0 0 8 39 0 0 2 0 21 0 0 1 1 0 1 44 0 2 3 2 0 0 6 0 0 0 0 0 0 0 35 0 0 0 0 10 6 1 0 2 3 0 0 0 0 0 6 8 0 5 0 1 8 0 0 0 0 2 0 0 0 1 2 0 0 0 0 0 0 2 0 2 3 0 7 0 10 1 0 11 0 1 21 1 2 43 2 6 3 6 21 0 27 0 34 0 25 9 0 0 2 10 0 2 0 1 0 0 2 0 0 0 0 30 0 1 10 20 0 70 2 0 0 0
"AARSD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AASDH" 9 0 12 0 0 2 0 1 0 0 0 1 0 1 14 0 0 18 61 42 7 16 1 0 0 0 0 3 18 0 0 0 0 0 6 20 0 0 3 0 7 6 49 0 2 11 24 1 0 1 0 0 1 5 0 1 3 2 4 6 1 13 4 1 1 0 0 7 0 0 0 0 0 0 0 1 3 19 0 1 0 25 0 7 0 4 0 20 7 0 0 0 0 3 0 27 0 52 0 2 35 0 0 0 1 19 2 68 0 0 4 0 0 1 50 6 0 0 17 0 32 0 0 18 0 3 0 27 0 86 3 14 13 33
"AASDHPPT" 0 0 8 5 0 0 0 3 1 16 0 0 22 0 43 0 0 16 21 1 0 51 0 5 0 1 3 0 51 0 0 53 0 0 0 0 1 0 0 0 20 3 43 2 0 2 20 2 0 0 4 1 2 0 0 4 7 6 6 6 0 6 6 1 0 2 1 1 0 0 1 7 2 1 0 2 2 0 2 8 11 15 1 3 0 0 6 1 17 9 0 24 0 0 0 64 0 15 13 20 79 20 0 1 0 13 7 38 67 0 1 21 24 0 0 0 0 28 0 0 33 57 0 156 0 5 0 0 12 0 4 0 20 37
"AASS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 2 0 0 3 5 0 1 0 0 0 0 0 0 0 0 3 1 0 0 1 7 0 1 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 25 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
"AATBC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 1 0 0
"AATF" 2 10 2 21 3 27 0 0 9 17 0 2 30 2 19 33 63 57 79 65 0 63 48 22 0 0 0 1 2 0 0 0 17 0 13 0 83 0 6 2 15 0 0 0 0 14 2 1 0 0 2 2 0 0 4 0 0 6 0 8 0 12 31 0 1 0 3 19 0 0 0 19 6 1 0 0 0 52 4 0 0 10 0 0 14 85 54 0 3 38 28 3 21 0 0 0 0 8 91 0 124 25 0 0 28 0 13 46 14 0 3 0 0 0 97 6 0 68 18 3 1 16 2 0 0 1 0 32 6 24 0 18 7 0
"AATK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AATK-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABALON" 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0
"ABAT" 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0
"ABCA1" 16 42 8 36 0 0 0 2 0 0 1 42 0 0 96 1 2 1 60 0 0 26 0 1 0 3 0 1 62 0 0 6 0 5 0 1 0 0 12 1 0 6 41 0 0 0 12 0 0 0 0 0 0 4 1 0 0 1 6 0 3 0 1 0 0 4 0 1 1 0 0 0 0 0 12 0 0 0 0 25 3 0 7 0 0 0 29 143 39 62 0 0 0 0 0 5 0 1 0 0 0 12 5 3 0 46 0 24 1 0 0 1 17 0 13 0 0 0 14 1 0 0 2 0 0 0 15 0 0 0 0 2 0 0
"ABCA10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA11P" 0 23 0 0 0 0 0 0 0 3 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 1 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 2 0 0 0 0 11 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
"ABCA12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ABCA13" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 74 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA17P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA2" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 10 0 0
"ABCA3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA5" 0 0 0 6 0 0 0 0 8 0 0 0 0 0 54 0 9 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 5 0 0 0 37 0 0 3 0 0 0 0 1 5 0 0 0 0 0 0 0 0
"ABCA6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA7" 0 0 0 1 0 0 26 0 22 0 0 1 0 0 0 0 8 0 0 31 0 0 1 0 0 0 0 0 0 1 0 0 0 1 4 0 0 0 0 0 0 0 1 0 25 0 0 0 0 4 0 0 0 0 1 0 3 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 8 0 0 0 0 0 0 0 7 24 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 21 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 12 9 0 0 0 0 0
"ABCA8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCA9-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB10" 0 0 0 0 0 0 6 3 0 1 0 1 2 0 5 0 1 0 40 0 0 0 8 22 0 0 0 0 0 1 22 0 0 0 13 0 0 0 0 0 8 0 42 0 0 5 0 0 0 0 0 0 3 1 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 3 0 4 0 0 0 2 3 0 2 0 0 2 0 4 0 0 25 50 2 0 1 5 0 0 0 0 0 27 0 0 8 0 1 1 0 0 0 29 66 0 2 0 6 0 1 1 1 2 1 0 13 17 0 57 0 3 0 7 16 0 0 12 0 0
"ABCB11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCB6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"ABCB7" 0 0 7 5 2 0 0 2 0 5 1 0 0 0 22 13 18 0 0 0 0 1 15 17 0 0 3 0 0 6 0 13 5 1 4 6 0 0 1 2 13 0 0 0 0 12 0 0 11 0 0 3 0 0 0 1 0 8 1 1 0 5 1 2 0 5 1 3 0 0 1 0 3 0 12 0 5 0 0 0 1 3 1 0 0 1 3 0 5 14 0 0 1 2 0 18 0 40 0 14 18 38 1 52 0 0 9 1 165 0 0 0 0 1 1 0 3 62 0 0 0 0 0 1 1 0 0 0 4 0 11 19 3 28
