,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
ENSG00000145247,8.62142968954888e-26,0.266477340985422,1,1,1.50771562410831e-21,2,ENSG00000145247
ENSG00000198830,2.68009516148525e-25,-0.293332291967058,1,1,4.6869504184054e-21,2,ENSG00000198830
ENSG00000158864,1.6448302289637e-24,0.282908171011746,1,0.999,2.87647910441173e-20,2,ENSG00000158864
ENSG00000143183.1,2.3495284971587e-23,0.269397306335156,1,1,4.10885543583113e-19,2,ENSG00000143183
ENSG00000130726,4.69934243840016e-23,-0.298440534376866,1,1,8.21821005627421e-19,2,ENSG00000130726
ENSG00000117724,1.26259316753295e-22,0.281948391149828,1,1,2.20802293138163e-18,2,ENSG00000117724
ENSG00000120437.2,3.21921415794979e-21,-0.326589590676243,1,1,5.62976171942258e-17,2,ENSG00000120437
ENSG00000124588,6.88827993531212e-21,0.254839459254382,1,0.96,1.20462239508738e-16,2,ENSG00000124588
ENSG00000107438,2.11993341024691e-20,0.271108731048282,1,0.965,3.70733954783979e-16,2,ENSG00000107438
ENSG00000114867,2.21716750401429e-20,-0.252499735015653,1,1,3.87738253102018e-16,2,ENSG00000114867
ENSG00000143320.1,4.40851214571108e-20,0.288374007360663,0.989,0.924,7.70960604041954e-16,2,ENSG00000143320
ENSG00000064393,5.03355630679989e-20,-0.271062381835973,0.989,0.989,8.80268326933165e-16,2,ENSG00000064393
ENSG00000197728.1,5.53445279299903e-20,-0.31221801895294,0.968,0.988,9.67865104439671e-16,2,ENSG00000197728
ENSG00000148926,1.10582941694096e-19,-0.253789271191781,0.904,0.961,1.93387448434634e-15,2,ENSG00000148926
ENSG00000189067,1.892023098802e-19,-0.31178608609568,0.989,1,3.30876999518493e-15,2,ENSG00000189067
ENSG00000139364.1,2.5004545832364e-19,0.265493184727245,1,0.964,4.37279497516381e-15,2,ENSG00000139364
ENSG00000115758.1,5.06571348405642e-19,-0.27209928754369,1,1,8.85891974091787e-15,2,ENSG00000115758
ENSG00000077782,5.39513656312952e-19,-0.250424576844769,1,1,9.4350148216009e-15,2,ENSG00000077782
ENSG00000183513.1,1.31851549041404e-18,0.487095164324332,1,0.997,2.30581988963607e-14,2,ENSG00000183513
ENSG00000130164,1.94625788337657e-18,-0.256259389349869,0.989,0.994,3.40361578644894e-14,2,ENSG00000130164
ENSG00000131711,2.22120531000102e-18,-0.263290230880007,1,1,3.88444384612979e-14,2,ENSG00000131711
ENSG00000102317.1,1.86614432270313e-17,-0.287280935322788,1,0.989,3.26351319154323e-13,2,ENSG00000102317
ENSG00000185088.1,1.34645467662436e-16,0.294154372264605,1,1,2.35467993848068e-12,2,ENSG00000185088
ENSG00000174721.1,9.31590562220888e-16,-0.275890606449428,1,1,1.62916557521189e-11,2,ENSG00000174721
ENSG00000142871,1.74731462794161e-14,-0.254735294431376,0.872,0.947,3.05570382134428e-10,2,ENSG00000142871
ENSG00000256618.1,3.63404249437826e-14,-0.647915130214773,0.989,0.994,6.3552135141687e-10,2,ENSG00000256618
ENSG00000125148.2,1.09447405133077e-09,-0.438591907951374,0.181,0.481,1.91401622096725e-05,2,ENSG00000125148
ENSG00000256045.1,2.13855865620815e-09,-0.291528158875368,0.979,0.981,3.73991137797681e-05,2,ENSG00000256045
ENSG00000110713,0.00140608016519821,-0.25627798749916,1,0.989,1,2,ENSG00000110713
ERCC-00002.2,0.0031609096376225,-0.330856604943892,1,1,1,2,ERCC-00002
ENSG00000187193.1,0.00392027838495698,-0.250009015502732,0.947,0.911,1,2,ENSG00000187193
ENSG00000154556.2,4.77845786860171e-48,0.74088495687561,1,0.97,8.35656712061067e-44,3,ENSG00000154556
ENSG00000185630,1.01986072403792e-42,0.438702834814142,1,1,1.78353243419752e-38,3,ENSG00000185630
ENSG00000154380.1,3.7339400933193e-41,0.375606577940571,1,1,6.5299144351968e-37,3,ENSG00000154380
ENSG00000121207,9.20407419270511e-41,0.531277356288945,1,0.954,1.60960849482027e-36,3,ENSG00000121207
ENSG00000136014.1,1.46930511788079e-38,0.3254046372415,1,1,2.56952079014993e-34,3,ENSG00000136014
ENSG00000123636,3.80284993049837e-38,0.420579947672751,1,0.996,6.65042395845554e-34,3,ENSG00000123636
ENSG00000163666,4.21675206435928e-38,0.394779927576764,1,1,7.37425601015151e-34,3,ENSG00000163666
ENSG00000106341,2.07017120216131e-37,0.33185412102565,0.989,0.705,3.62031539833969e-33,3,ENSG00000106341
ENSG00000138161,6.5509827775944e-37,0.373050956756521,0.989,0.785,1.14563586814571e-32,3,ENSG00000138161
ENSG00000064042,7.66341351433141e-37,0.257413820435563,0.957,0.371,1.34017775538628e-32,3,ENSG00000064042
ENSG00000094916,1.72255479416538e-34,0.30615855588852,1,1,3.01240382403642e-30,3,ENSG00000094916
ENSG00000117724.1,3.28261812929064e-34,0.353180782209803,1,1,5.74064258450347e-30,3,ENSG00000117724
ENSG00000198865.2,2.93330123536545e-32,-0.684072424759975,0.054,0.753,5.1297572004071e-28,3,ENSG00000198865
ENSG00000134369.1,4.4789073103694e-32,0.357646226388231,1,0.986,7.832713104374e-28,3,ENSG00000134369
ENSG00000132507.2,7.6920103790161e-32,-0.633021160587128,1,1,1.34517877508234e-27,3,ENSG00000132507
ENSG00000170561.1,5.10047951677094e-31,0.342036874776533,0.989,0.604,8.91971857892902e-27,3,ENSG00000170561
ENSG00000143799,1.43661499646315e-30,0.274002009020398,1,1,2.51235230581476e-26,3,ENSG00000143799
ENSG00000162769,2.58990219728071e-30,0.345708595802186,1,0.999,4.5292209626045e-26,3,ENSG00000162769
ENSG00000078018,5.47469710021946e-30,0.302591011976247,0.989,0.837,9.5741502888638e-26,3,ENSG00000078018
ENSG00000167526,1.8880864201576e-29,-0.441891921748334,1,1,3.30188553157162e-25,3,ENSG00000167526
ENSG00000121644,5.2305665889053e-29,0.293188957204535,1,0.999,9.14721485067759e-25,3,ENSG00000121644
ENSG00000187193.2,6.16717985509771e-29,-0.509773670314297,0.699,0.943,1.07851641305949e-24,3,ENSG00000187193
ENSG00000102024,7.74236609614585e-29,0.306580392812786,1,0.999,1.35398498289399e-24,3,ENSG00000102024
ENSG00000060749,6.76583609699163e-28,0.258205115325068,1,1,1.1832094166419e-23,3,ENSG00000060749
ENSG00000152061,9.80835231335303e-28,0.311866747413572,1,0.992,1.71528465255918e-23,3,ENSG00000152061
ENSG00000099817,1.50673379439704e-27,-0.404897388706848,0.978,0.997,2.63497605964155e-23,3,ENSG00000099817
ENSG00000171314,2.22980079641848e-27,-0.330132422900569,1,0.997,3.89947563277664e-23,3,ENSG00000171314
ENSG00000121769,5.59112585629843e-27,0.290168996361015,0.978,0.9,9.7777608974947e-23,3,ENSG00000121769
ENSG00000043355.1,7.33722928650168e-27,0.301247230072497,1,1,1.28313465762341e-22,3,ENSG00000043355
ENSG00000149948,1.2535712335555e-26,0.282864236452058,1,0.999,2.19224537324185e-22,3,ENSG00000149948
ENSG00000140988,4.54712559029583e-26,-0.364143873005428,1,1,7.95201323230935e-22,3,ENSG00000140988
ENSG00000185201.1,6.12721660595691e-26,-0.354631952919833,0.957,0.982,1.07152764004974e-21,3,ENSG00000185201
ENSG00000158716,1.37356447554371e-25,-0.255725798443448,0.366,0.835,2.40208955483084e-21,3,ENSG00000158716
ENSG00000180730.1,2.30323520476867e-25,0.28433182655737,1,0.968,4.02789772609945e-21,3,ENSG00000180730
ENSG00000143776,3.86925998437034e-25,0.255135038844938,1,0.961,6.76656186066685e-21,3,ENSG00000143776
ENSG00000126457,5.84376285473455e-25,-0.347616451967789,1,1,1.02195724803598e-20,3,ENSG00000126457
ENSG00000135778,6.66480094524897e-25,0.270939676718125,1,0.99,1.16554038930514e-20,3,ENSG00000135778
ENSG00000160710,1.02201631059665e-24,0.275579626117502,1,1,1.78730212397143e-20,3,ENSG00000160710
ENSG00000143494,1.78228218209842e-24,0.29399234490821,1,1,3.11685508005372e-20,3,ENSG00000143494
ENSG00000185088.2,2.63233804315381e-24,0.356986011247397,1,1,4.60343276986738e-20,3,ENSG00000185088
ENSG00000168264,3.4508241401387e-24,0.277872176533985,1,0.94,6.03480125627456e-20,3,ENSG00000168264
ENSG00000169905,4.31244158052975e-24,0.262451714390169,1,0.982,7.54159783603043e-20,3,ENSG00000169905
ENSG00000177200,7.57340010648095e-24,0.288579691977847,1,0.999,1.32443621062139e-19,3,ENSG00000177200
ENSG00000139800,9.37946180101976e-24,0.276751780433052,1,0.997,1.64028027976234e-19,3,ENSG00000139800
ENSG00000152904,1.30480854727914e-23,0.289476182476529,0.989,0.945,2.28184918748177e-19,3,ENSG00000152904
ENSG00000116667,1.31414153398699e-23,0.266787513521683,1,0.92,2.29817071463645e-19,3,ENSG00000116667
ENSG00000143190,1.71522700050449e-23,0.293714255500814,1,0.997,2.99958897848225e-19,3,ENSG00000143190
ENSG00000198888,1.80236571763733e-23,0.308328915067189,1,1,3.15197716700416e-19,3,ENSG00000198888
ENSG00000170889,2.67060084075505e-23,-0.267325254274817,1,1,4.67034675031243e-19,3,ENSG00000170889
ENSG00000189159,2.81887924390081e-23,-0.25588944579615,1,0.999,4.92965602173374e-19,3,ENSG00000189159
ENSG00000134755,5.4376780240553e-23,0.255783373491169,1,0.971,9.5094113284679e-19,3,ENSG00000134755
ENSG00000125835,6.54283740271032e-23,-0.32987210246281,1,1,1.14421140498598e-18,3,ENSG00000125835
ENSG00000160213,1.1215433171279e-22,-0.299638886619839,1,1,1.96135495299327e-18,3,ENSG00000160213
ENSG00000240972.2,7.80826624230281e-22,-0.350883572688487,1,1,1.36550960045392e-17,3,ENSG00000240972
ENSG00000106070,1.10552761797671e-21,0.256042407994181,1,0.965,1.93334669831767e-17,3,ENSG00000106070
ENSG00000008311,1.63230020172693e-21,-0.344861765607225,0.978,0.999,2.85456659278006e-17,3,ENSG00000008311
ENSG00000067225,8.96517607630098e-21,-0.312892671354961,1,0.999,1.56782999222352e-16,3,ENSG00000067225
ENSG00000170017,9.30850084225683e-21,0.253264342801582,1,0.877,1.62787062729387e-16,3,ENSG00000170017
ENSG00000147162,1.98035012419672e-20,0.254167897544718,1,0.981,3.46323629719522e-16,3,ENSG00000147162
ENSG00000142089,2.04699234279368e-20,-0.251558875117714,1,1,3.57978020907759e-16,3,ENSG00000142089
ENSG00000138035.1,2.72634514475019e-20,0.302877493377296,1,0.99,4.76783238913912e-16,3,ENSG00000138035
ENSG00000172270.1,6.53211698810748e-20,-0.355845514777004,1,1,1.14233661888024e-15,3,ENSG00000172270
ENSG00000115268,2.17896643364492e-19,-0.25099866210805,1,1,3.81057649915823e-15,3,ENSG00000115268
ENSG00000136110,2.50283365749514e-19,0.254113549132976,1,0.958,4.3769555002275e-15,3,ENSG00000136110
ENSG00000170312,3.80242407479452e-19,0.262999146194773,1,1,6.64967922200067e-15,3,ENSG00000170312
ENSG00000176597,5.63890215709225e-19,0.254290747542779,0.978,0.852,9.86131209232293e-15,3,ENSG00000176597
ENSG00000102309.1,1.93843403963433e-18,-0.284331775878317,0.925,0.982,3.38993344851251e-14,3,ENSG00000102309
ENSG00000177971,2.36176048206929e-18,-0.265327283746703,0.989,0.992,4.13024673104277e-14,3,ENSG00000177971
ENSG00000187840,2.8568590955696e-18,-0.267024799887388,1,0.997,4.99607518633212e-14,3,ENSG00000187840
ENSG00000108518.1,1.30892664813099e-17,-0.383515970456555,1,1,2.28905092225148e-13,3,ENSG00000108518
ENSG00000105404,6.75339990344712e-17,-0.280810961222617,0.946,0.993,1.18103457511483e-12,3,ENSG00000105404
ENSG00000184110.2,2.03384082053048e-16,-0.311755161496563,0.935,0.978,3.55678082694371e-12,3,ENSG00000184110
ENSG00000042753,2.88900117968452e-16,-0.270854479602886,0.978,0.994,5.05228526303229e-12,3,ENSG00000042753
ENSG00000166426.2,7.60419019046161e-16,0.269772886324938,1,0.999,1.32982078050793e-11,3,ENSG00000166426
ENSG00000106538,7.63333049912329e-16,-0.258884128819522,0.978,0.997,1.33491683768668e-11,3,ENSG00000106538
ENSG00000118523,9.34817601325168e-16,-0.275197704995831,0.828,0.928,1.63480902119745e-11,3,ENSG00000118523
ENSG00000233927,1.17264642794203e-15,-0.320350371101815,0.989,0.996,2.05072407318502e-11,3,ENSG00000233927
ENSG00000166165.1,1.56019884100313e-15,-0.256868858969732,0.914,0.975,2.72847573314627e-11,3,ENSG00000166165
ENSG00000197728.2,2.65331192557849e-15,-0.278389690612901,0.978,0.986,4.64011189545167e-11,3,ENSG00000197728
ENSG00000106153.3,1.66842755926549e-14,0.405620608972776,1,0.616,2.91774611564349e-10,3,ENSG00000106153
ENSG00000178741,3.33872467811775e-14,-0.250837872360845,1,0.996,5.83876171709233e-10,3,ENSG00000178741
ENSG00000167996,6.86666571353179e-14,-0.368296282162273,1,1,1.20084249998244e-09,3,ENSG00000167996
ENSG00000105640.1,2.0962575167246e-10,-0.280089006160915,0.989,1,3.66593514524798e-06,3,ENSG00000105640
ENSG00000256618.2,5.75953737023623e-10,-0.55075907651397,0.989,0.994,1.00722789530691e-05,3,ENSG00000256618
ENSG00000026025.3,1.96002242139115e-07,-0.295806136862949,0.978,0.953,0.00342768721052885,3,ENSG00000026025
ENSG00000131969.1,6.63070260651769e-07,-0.284440566001288,0.871,0.863,0.0115957727182781,3,ENSG00000131969
ENSG00000169715.2,6.37378267048908e-06,-0.252843491667629,0.011,0.201,0.111464711341513,3,ENSG00000169715
ERCC-00002.3,0.00112609073095924,-0.294782466379166,1,1,1,3,ERCC-00002
ENSG00000014641,2.59147506133821e-45,-0.431925711663362,1,1,4.53197158726827e-41,4,ENSG00000014641
ENSG00000104332.1,3.24894619392218e-44,0.444574255836732,1,1,5.68175710393111e-40,4,ENSG00000104332
ENSG00000135549,2.0722702157693e-43,0.350719313188031,0.935,0.258,3.62398615333735e-39,4,ENSG00000135549
ENSG00000022556.1,8.13366962281121e-43,0.647254424344644,1,0.701,1.42241614363722e-38,4,ENSG00000022556
ENSG00000145423,1.16982031831715e-41,0.490814328204896,1,1,2.04578177267303e-37,4,ENSG00000145423
ENSG00000185885.1,1.49901170207927e-41,-0.66039997251768,1,1,2.62147166459623e-37,4,ENSG00000185885
ENSG00000167088,2.27137914139737e-40,-0.276669764309167,1,1,3.97218784247572e-36,4,ENSG00000167088
ENSG00000088305,8.46836221033129e-40,0.369658891081709,1,1,1.48094718334274e-35,4,ENSG00000088305
ENSG00000113558,7.49051082433151e-39,-0.29409939387991,1,1,1.30994053295909e-34,4,ENSG00000113558
ENSG00000256618.3,3.0363844925328e-38,0.907191495601669,1,0.993,5.31002920054137e-34,4,ENSG00000256618
ENSG00000104341.1,3.05705233221011e-37,0.426063051418866,1,1,5.34617311856905e-33,4,ENSG00000104341
ENSG00000112695.1,4.02851236132286e-37,-0.318172177685907,1,1,7.04506241748142e-33,4,ENSG00000112695
ENSG00000138495.1,2.72811300141699e-36,-0.425523518626789,1,1,4.77092401687804e-32,4,ENSG00000138495
ENSG00000127922,2.89457863080851e-36,-0.263621745491659,1,1,5.06203910955793e-32,4,ENSG00000127922
ENSG00000165672,1.363630674264e-35,-0.334689450024739,1,1,2.38471732315289e-31,4,ENSG00000165672
ENSG00000149100,1.65460328323333e-35,-0.317213738367172,1,1,2.89357022171844e-31,4,ENSG00000149100
ENSG00000111669,2.50649000423928e-35,-0.280409043968872,1,1,4.38334971941365e-31,4,ENSG00000111669
ENSG00000008018,4.87170287701498e-35,-0.293514163255135,1,1,8.5196339913238e-31,4,ENSG00000008018
ENSG00000113758,6.00227921575863e-35,0.471593162961161,1,0.978,1.04967858925187e-30,4,ENSG00000113758
ENSG00000163191.1,9.09614649743476e-34,-0.499120413978478,1,1,1.59073409947139e-29,4,ENSG00000163191
ENSG00000167283,1.65408977495545e-33,-0.264113210260881,1,1,2.89267219844209e-29,4,ENSG00000167283
ENSG00000116030,1.76078374221709e-33,-0.304883371780798,1,1,3.07925860838924e-29,4,ENSG00000116030
ENSG00000100804,7.17670410003722e-33,-0.253729788335892,1,1,1.25506201301451e-28,4,ENSG00000100804
ENSG00000164611,8.23706087055464e-33,-0.329345076552722,1,1,1.4404972050426e-28,4,ENSG00000164611
ENSG00000179218,9.58648907434762e-33,0.475432433219272,1,1,1.67648520932191e-28,4,ENSG00000179218
ENSG00000117632,1.29060891503865e-32,-0.259549359557117,1,1,2.25701687061959e-28,4,ENSG00000117632
ENSG00000168653,1.44362962346943e-32,-0.301548332597264,1,1,2.52461948552335e-28,4,ENSG00000168653
ENSG00000136810.1,1.46808666784682e-32,-0.268451021147652,1,1,2.56738996473052e-28,4,ENSG00000136810
ENSG00000197694,1.52237574062445e-32,0.387254464125927,1,0.961,2.66233069520404e-28,4,ENSG00000197694
ENSG00000072110,4.84172171905066e-32,0.296872445975878,1,1,8.4672029422758e-28,4,ENSG00000072110
ENSG00000142507,1.16106258401498e-31,-0.280807427430636,1,1,2.03046624692539e-27,4,ENSG00000142507
ENSG00000100902,1.3928187387998e-31,-0.333030453405541,1,1,2.4357614104131e-27,4,ENSG00000100902
ENSG00000142168,3.09008191877986e-31,-0.265387308215776,1,1,5.40393525956222e-27,4,ENSG00000142168
ENSG00000136897,5.19555776145798e-31,-0.318356263286568,1,1,9.08599141323772e-27,4,ENSG00000136897
ENSG00000152661,5.3102509373829e-31,0.369177472155292,1,1,9.28656683929521e-27,4,ENSG00000152661
ENSG00000188612,6.56891755502009e-31,-0.251403777115014,1,1,1.14877230202191e-26,4,ENSG00000188612
ENSG00000065518,7.63037729961888e-31,-0.322674463067492,1,1,1.33440038215735e-26,4,ENSG00000065518
ENSG00000099194,1.10732669172976e-30,0.328764131297388,1,1,1.936492918497e-26,4,ENSG00000099194
ENSG00000205542,1.74580644285649e-30,-0.27948354482202,1,1,3.05306630726743e-26,4,ENSG00000205542
ENSG00000116459,3.33655233769057e-30,-0.302415960292362,1,1,5.83496272815327e-26,4,ENSG00000116459
ENSG00000169139,3.92112460236709e-30,-0.318005058080086,1,1,6.85726270461957e-26,4,ENSG00000169139
ENSG00000167600,1.3720680098863e-29,0.383175821872828,1,1,2.39947253568916e-25,4,ENSG00000167600
ENSG00000167978,1.38676522950645e-29,0.352525190853199,1,1,2.42517503336088e-25,4,ENSG00000167978
ENSG00000120533,1.57159829832635e-29,-0.275416315698732,1,1,2.74841110411311e-25,4,ENSG00000120533
ENSG00000116288,2.78130807057256e-29,-0.269421518279589,1,1,4.8639515538173e-25,4,ENSG00000116288
ENSG00000110917,3.14157675547938e-29,0.361869118794974,1,1,5.49398942998234e-25,4,ENSG00000110917
ENSG00000230989,1.07770125971547e-28,-0.266335770764368,1,1,1.88468396299041e-24,4,ENSG00000230989
ENSG00000100749,2.17138924248026e-28,-0.320137057213448,0.978,0.999,3.79732550724947e-24,4,ENSG00000100749
ENSG00000141736,4.61367086919277e-28,0.387221871611118,1,1,8.06838761604431e-24,4,ENSG00000141736
ENSG00000135940.1,4.9607078211259e-28,-0.258703855377944,1,1,8.67528583758498e-24,4,ENSG00000135940
ENSG00000076716,5.41706467037309e-28,0.40238997776398,1,0.996,9.47336269554847e-24,4,ENSG00000076716
ENSG00000166803,5.82399875307165e-28,-0.343469899145243,1,1,1.01850090193717e-23,4,ENSG00000166803
ENSG00000101132,1.37022173359257e-27,-0.255132087944667,1,1,2.39624376770669e-23,4,ENSG00000101132
ENSG00000146386,1.47234355029035e-27,-0.281206964622366,1,1,2.57483440074777e-23,4,ENSG00000146386
ENSG00000143418,1.53404016679261e-27,0.355615615755434,1,0.994,2.68272944368692e-23,4,ENSG00000143418
ENSG00000165629,1.70850498356408e-27,-0.263958276343205,1,1,2.98783351525686e-23,4,ENSG00000165629
ENSG00000111752.1,1.71728622085658e-27,0.327542201338326,1,0.997,3.00319014303399e-23,4,ENSG00000111752
ENSG00000188846,2.10777040951103e-27,-0.320285056552279,1,1,3.68606889215288e-23,4,ENSG00000188846
ENSG00000154518,3.27888078363982e-27,-0.265188154904881,1,1,5.73410671442932e-23,4,ENSG00000154518
ENSG00000126067,5.06660944766094e-27,-0.273591977223594,1,1,8.86048660206946e-23,4,ENSG00000126067
ENSG00000106554,6.8695866019742e-27,-0.270281950168831,1,1,1.20135330495325e-22,4,ENSG00000106554
ENSG00000115306,8.20159447404469e-27,0.343722091823129,1,1,1.43429484162094e-22,4,ENSG00000115306
ENSG00000156467,9.44907993742577e-27,-0.251222644347719,1,1,1.65245509945702e-22,4,ENSG00000156467
ENSG00000131174,2.14726607503656e-26,-0.254459365886312,1,1,3.75513891202394e-22,4,ENSG00000131174
ENSG00000143742,4.90010397661053e-26,-0.322039737868999,1,1,8.5693018342965e-22,4,ENSG00000143742
ENSG00000206557,5.549732535476e-26,0.310090289342556,1,1,9.70537225804043e-22,4,ENSG00000206557
ENSG00000118418,6.30026993390389e-26,-0.264569067307702,1,1,1.10179120604111e-21,4,ENSG00000118418
ENSG00000100567,9.20987280200758e-26,-0.252247069697273,1,1,1.61062255561509e-21,4,ENSG00000100567
ENSG00000103035,9.62977488987054e-26,-0.283141639303444,1,1,1.68405503274056e-21,4,ENSG00000103035
ENSG00000169567,1.70805091780718e-25,-0.278253700907911,1,1,2.9870394450612e-21,4,ENSG00000169567
ENSG00000145247.1,2.23354770558919e-25,-0.29566000817973,1,1,3.90602822753438e-21,4,ENSG00000145247
ENSG00000164258,4.29705732386471e-25,-0.289483790201195,0.989,1,7.5146938479746e-21,4,ENSG00000164258
ENSG00000168291,4.78454107882806e-25,-0.266045701829504,1,1,8.36720543865451e-21,4,ENSG00000168291
ENSG00000138413,6.92962746716365e-25,-0.256625807677964,1,1,1.21185325145758e-20,4,ENSG00000138413
ENSG00000143771.1,9.27528655684628e-25,-0.332542313775786,1,1,1.62206211306128e-20,4,ENSG00000143771
ENSG00000151846,9.97486382811466e-25,0.303973562264358,1,0.989,1.74440418626069e-20,4,ENSG00000151846
ENSG00000131876,1.16486188828975e-24,-0.315780220712774,1,1,2.03711047024112e-20,4,ENSG00000131876
ENSG00000134057,1.50523048659415e-24,-0.309267325108562,1,1,2.63234707495584e-20,4,ENSG00000134057
ENSG00000092421,2.26230285406819e-24,0.340422692519195,1,1,3.95631523119444e-20,4,ENSG00000092421
ENSG00000140307,2.3007301701598e-24,-0.275108784756069,1,1,4.02351692157546e-20,4,ENSG00000140307
ENSG00000149257,2.76189890726762e-24,0.322504593187223,1,1,4.83000880902962e-20,4,ENSG00000149257
ENSG00000165821,3.60449831073122e-24,0.254396230977144,1,1,6.30354664580676e-20,4,ENSG00000165821
ENSG00000120699,3.81775903944223e-24,-0.270766864778774,1,1,6.67649700817657e-20,4,ENSG00000120699
ENSG00000130203,4.29273364623652e-24,0.359763106456921,1,0.994,7.50713260053843e-20,4,ENSG00000130203
ENSG00000101856,4.41773549063285e-24,0.285857939350873,1,1,7.72573582601874e-20,4,ENSG00000101856
ENSG00000132718,4.83161526855165e-24,0.275461703059245,0.914,0.734,8.44952878164313e-20,4,ENSG00000132718
ENSG00000148834,5.7374556899246e-24,-0.307467200497131,0.796,0.971,1.00336625105401e-19,4,ENSG00000148834
ENSG00000105281,8.28959834498006e-24,0.417831930937587,1,1,1.44968495857011e-19,4,ENSG00000105281
ENSG00000110651,1.09691196856748e-23,0.298763748806232,1,0.994,1.91827965063082e-19,4,ENSG00000110651
ENSG00000111196.1,1.40317086920092e-23,-0.317166941168936,0.968,1,2.45386521605857e-19,4,ENSG00000111196
ENSG00000149948.1,1.91633740999134e-23,0.296180533177713,1,0.999,3.35129086259285e-19,4,ENSG00000149948
ENSG00000136521,1.98063462992604e-23,-0.272782329522663,1,1,3.46373384081465e-19,4,ENSG00000136521
ENSG00000160691.1,2.39115226336256e-23,0.324174382881771,1,0.992,4.18164707816844e-19,4,ENSG00000160691
ENSG00000119888,2.676884023431e-23,0.317704425205779,1,1,4.68133478017614e-19,4,ENSG00000119888
ENSG00000129084,2.68949284545074e-23,-0.263432436430749,1,0.999,4.70338508812426e-19,4,ENSG00000129084
ENSG00000127022,4.18916443905698e-23,0.319842139441006,1,1,7.32601077102285e-19,4,ENSG00000127022
ENSG00000151247,4.77518366885835e-23,-0.258865880430232,0.989,1,8.35084120009948e-19,4,ENSG00000151247
ENSG00000161980,6.88675532275023e-23,-0.284741080876116,0.978,1,1.20435577084256e-18,4,ENSG00000161980
ENSG00000130726.1,8.41157835986574e-23,0.292933421633613,1,1,1.47101682357332e-18,4,ENSG00000130726
ENSG00000179933,8.89381262251832e-23,-0.289540234856519,0.989,1,1.555349951426e-18,4,ENSG00000179933
ENSG00000167815.1,8.93521165558842e-23,-0.268138712529778,1,1,1.5625898143293e-18,4,ENSG00000167815
ENSG00000092068,9.80442161177195e-23,0.322218985350053,1,1,1.71459725146668e-18,4,ENSG00000092068
ENSG00000115540,1.08072487815395e-22,-0.259450981306906,0.978,1,1.88997166691562e-18,4,ENSG00000115540
ENSG00000168090,1.10094714801493e-22,-0.292225346937174,1,1,1.92533637244852e-18,4,ENSG00000168090
ENSG00000118523.1,1.99763413709611e-22,0.367020735737091,0.978,0.909,3.49346257895368e-18,4,ENSG00000118523
ENSG00000044574,2.85991648014555e-22,0.338113763951815,1,1,5.00142194047853e-18,4,ENSG00000044574
ENSG00000110717,3.06364158561892e-22,-0.283330146867026,0.989,0.997,5.35769640493036e-18,4,ENSG00000110717
ENSG00000243716,3.82600315081101e-22,0.339891339758138,1,0.909,6.69091431013829e-18,4,ENSG00000243716
ENSG00000130508,4.3186634939532e-22,0.30253838370256,1,0.997,7.55247871822536e-18,4,ENSG00000130508
ENSG00000114867.1,4.79701731754731e-22,0.274511488727116,1,1,8.38902388492673e-18,4,ENSG00000114867
ENSG00000168275,4.84100008725672e-22,-0.308366229103047,0.968,1,8.46594095259456e-18,4,ENSG00000168275
ENSG00000077782.1,5.91649280618711e-22,0.286614553455872,1,1,1.034676261946e-17,4,ENSG00000077782
ENSG00000108561,6.19214069900073e-22,0.256050520831891,1,1,1.08288156544125e-17,4,ENSG00000108561
ENSG00000184983,7.26080143595958e-22,-0.28635938050059,1,1,1.26976895512061e-17,4,ENSG00000184983
ENSG00000075142,7.5638982949383e-22,-0.259146224347379,1,1,1.32277453381881e-17,4,ENSG00000075142
ENSG00000047410,9.93020116426088e-22,0.267598750744558,1,1,1.73659357960594e-17,4,ENSG00000047410
ENSG00000121207.1,1.16517795804123e-21,0.343837347861244,1,0.954,2.0376632130225e-17,4,ENSG00000121207
ENSG00000169710,1.31448311721582e-21,0.280570696381376,1,1,2.29876807538702e-17,4,ENSG00000169710
ENSG00000166352,1.33348391480202e-21,-0.251661687445219,0.591,0.907,2.33199667020577e-17,4,ENSG00000166352
ENSG00000143153,1.66770383930665e-21,0.292857784205258,0.989,0.954,2.91648047417946e-17,4,ENSG00000143153
ENSG00000105258,1.69221043821136e-21,-0.252194637051558,1,1,2.95933761434403e-17,4,ENSG00000105258
ENSG00000174231,1.95436129519747e-21,0.276639169548885,1,0.994,3.41778703304134e-17,4,ENSG00000174231
ENSG00000119421,2.87500273602971e-21,-0.264740601300051,0.978,0.999,5.02780478476875e-17,4,ENSG00000119421
ENSG00000186480,3.53515660494921e-21,0.271375751159944,0.989,0.953,6.18228187073517e-17,4,ENSG00000186480
ENSG00000078668,4.29856962628998e-21,-0.265405741457568,0.989,1,7.51733856245592e-17,4,ENSG00000078668
ENSG00000174437,7.95517333859398e-21,0.295939834494986,1,0.993,1.39120071345332e-16,4,ENSG00000174437
ENSG00000092010,8.44480248512258e-21,-0.260673694096691,0.946,0.994,1.47682705859824e-16,4,ENSG00000092010
ENSG00000175928,8.63427877539626e-21,0.270150125111344,1,1,1.5099626722413e-16,4,ENSG00000175928
ENSG00000183520,1.12308276049385e-20,-0.260811597403309,0.968,0.999,1.96404713155164e-16,4,ENSG00000183520
