"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_66326","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","AKYG1722",NA
"ASV_66327","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"ASV_66328","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II",NA,NA
"ASV_66329","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV_66330","Bacteria","Planctomycetota","Pla4 lineage",NA,NA,NA
"ASV_66331","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_66332","Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II",NA,NA
"ASV_66333","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66334","Bacteria",NA,NA,NA,NA,NA
"ASV_66335","Bacteria","Chloroflexi","SHA-26",NA,NA,NA
"ASV_66336","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Berkiella"
"ASV_66337","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",NA
"ASV_66338","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_66339","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"ASV_66340","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI 0001001-H03"
"ASV_66341","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"ASV_66342","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_66343","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_66344","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_66345","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV_66346","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66347","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_66348","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_66349","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon"
"ASV_66350","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV_66351","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV_66352","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_66353","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales",NA,NA
"ASV_66354","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Tunicatimonas"
"ASV_66355","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_66356","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_66357","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV_66358","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA
"ASV_66359","Bacteria","Chloroflexi","Dehalococcoidia","vadinBA26",NA,NA
"ASV_66360","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_66361","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207"
"ASV_66362","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"ASV_66363","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae",NA
"ASV_66364","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_66365","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66366","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","PHOS-HE36",NA
"ASV_66367","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"ASV_66368","Bacteria","Myxococcota","Polyangia","Blfdi19",NA,NA
"ASV_66369","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA
"ASV_66370","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_66371","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_66372","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV_66373","Bacteria","Bacteroidota","SJA-28",NA,NA,NA
"ASV_66374","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66375","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_66376","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_66377","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_66378","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"ASV_66379","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Sedimentibacteraceae","Sedimentibacter"
"ASV_66380","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA
"ASV_66381","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV_66382","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_66383","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-007"
"ASV_66384","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"ASV_66385","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_66386","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66387","Bacteria","Myxococcota","Polyangia",NA,NA,NA
"ASV_66388","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_66389","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"ASV_66390","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_66391","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_66392","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66393","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_66394","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66395","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium"
"ASV_66396","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_66397","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV_66398","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia"
"ASV_66399","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_66400","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae",NA
"ASV_66401","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"ASV_66402","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"ASV_66403","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA
"ASV_66404","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_66405","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA
"ASV_66406","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7"
"ASV_66407","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limibaculum"
"ASV_66408","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens"
"ASV_66409","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_66410","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae",NA
"ASV_66411","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA
"ASV_66412","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"ASV_66413","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium"
"ASV_66414","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera"
"ASV_66415","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family",NA
"ASV_66416","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_66417","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_66418","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"ASV_66419","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"ASV_66420","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_66421","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA
"ASV_66422","Bacteria","Actinobacteriota","Actinobacteria","0319-7L14",NA,NA
"ASV_66423","Bacteria","Chloroflexi","P2-11E",NA,NA,NA
"ASV_66424","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Vitellibacter"
"ASV_66425","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_66426","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66427","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_66428","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66429","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Berkiella"
"ASV_66430","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"ASV_66431","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Tunicatimonas"
"ASV_66432","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV_66433","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA
"ASV_66434","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea"
"ASV_66435","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV_66436","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_66437","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","AKYG1722",NA
"ASV_66438","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_66439","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_66440","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_66441","Bacteria","MBNT15",NA,NA,NA,NA
"ASV_66442","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV_66443","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_66444","Bacteria","Nitrospirota","Leptospirillia","Leptospirillales","Leptospirillaceae","Leptospirillum"
"ASV_66445","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"ASV_66446","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_66447","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group"
"ASV_66448","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens"
"ASV_66449","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_66450","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Fodinicurvataceae","Rhodovibrio"
"ASV_66451","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosotenuis"
"ASV_66452","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66453","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_66454","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae",NA
"ASV_66455","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"ASV_66456","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"ASV_66457","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella"
"ASV_66458","Bacteria","Desulfobacterota","Desulfuromonadia","Geopsychrobacteraceae","Desulfuromusa",NA
"ASV_66459","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_66460","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria Incertae Sedis","Unknown Family","Leptolyngbya EcFYyyy-00"
"ASV_66461","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_66462","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_66463","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_66464","Bacteria","Actinobacteriota","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae",NA
"ASV_66465","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_66466","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV_66467","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salegentibacter"
"ASV_66468","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"ASV_66469","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV_66470","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix"
"ASV_66471","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_66472","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales",NA,NA
"ASV_66473","Bacteria","Actinobacteriota","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae",NA
"ASV_66474","Bacteria","Firmicutes","Bacilli","Bacillales","Marinococcaceae","Alteribacillus"
"ASV_66475","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19 marine sediment group"
"ASV_66476","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA
"ASV_66477","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Gracilimonas"
"ASV_66478","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_66479","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI 0001001-H03"
"ASV_66480","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae",NA
"ASV_66481","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"ASV_66482","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_66483","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_66484","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus"
"ASV_66485","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ASV_66486","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 13",NA,NA
"ASV_66487","Bacteria","Acidobacteriota","Acidobacteriae","GOUTB8",NA,NA
"ASV_66488","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexus",NA
"ASV_66489","Bacteria","Desulfobacterota","Syntrophia","Syntrophales",NA,NA
"ASV_66490","Bacteria","Deferrisomatota","Defferrisomatia","Defferrisomatales","Defferrisomataceae","Deferrisoma"
"ASV_66491","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales",NA,NA
"ASV_66492","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA
"ASV_66493","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales",NA,NA
"ASV_66494","Bacteria","WS1",NA,NA,NA,NA
"ASV_66495","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_66496","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae",NA
"ASV_66497","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA
"ASV_66498","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_66499","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_66500","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV_66501","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_66502","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","GTL1"
"ASV_66503","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura"
"ASV_66504","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_66505","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_66506","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_66507","Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f",NA,NA
"ASV_66508","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_66509","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA
"ASV_66510","Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA
"ASV_66511","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_66512","Bacteria","Fibrobacterota","Chitinivibrionia",NA,NA,NA
"ASV_66513","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_66514","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA
"ASV_66515","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_66516","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_66517","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_66518","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA
"ASV_66519","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_66520","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_66521","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_66522","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"ASV_66523","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium"
"ASV_66524","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA
"ASV_66525","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"ASV_66526","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"ASV_66527","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales",NA,NA
"ASV_66528","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV_66529","Bacteria","Cyanobacteria",NA,NA,NA,NA
"ASV_66530","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA
"ASV_66531","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_66532","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_66533","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV_66534","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_66535","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_66536","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis"
"ASV_66537","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV_66538","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_66539","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_66540","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_66541","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
