TF,target,importance
MYC,BCR,3.9873297833916888
PRNP,SLC39A8,3.9871287182391266
ANXA1,EZH2,3.987118829312859
SNAI1,FOSB,3.9866256840535406
KLF9,FAM162A,3.986128183317058
MEOX1,CMPK2,3.9859788262774285
EPAS1,TSPAN12,3.9849374044750525
ERG,AVPI1,3.984656770450031
LEF1,PLLP,3.983833396468686
PIR,SAMHD1,3.983508336302585
FOS,FAM83B,3.983385303304939
NR4A1,ERRFI1,3.9829233944813347
ATF3,GPR4,3.982738390375846
FOSL1,PAWR,3.982421027066379
KLF9,BRINP1,3.9822655022209696
SOX18,DAB2,3.981967478675132
NR2F2,NRARP,3.9819186490363
FOSL1,RNASE2,3.9816118262174833
TAL1,MAFB,3.9811584408045704
NR4A1,TGFBI,3.979958402979202
DAB2,FXYD6,3.979779546593204
JUN,ACKR3,3.978570553828602
PRNP,ANGPTL4,3.9785572131281803
FOSB,CNKSR3,3.9784253748723923
ODC1,CDCA8,3.9784164172977534
MEOX1,CXCL16,3.9779708789079438
FOXF1,CSRP2,3.9770310527243313
JUN,CD83,3.976883107167559
NR4A3,GPR4,3.9767088981331242
EPAS1,JUN,3.976570375501648
HOXD9,DNAJB1,3.976444538341279
EGR1,MFGE8,3.976270424484532
PRDM1,UGDH,3.9748585372230774
MAFB,MRC1,3.9734017789231335
FOSB,EMILIN1,3.9730356272657263
EBF3,TBC1D4,3.9714881191378746
GATA2,EBPL,3.9714745468724026
NR4A1,PARM1,3.971330269950024
MYLK,CALCRL,3.9701136038273055
HMGN3,SELENOM,3.9694042819559723
JUN,FSTL1,3.9691535418714907
FOS,KDELR3,3.9688781099320014
LEF1,CCL5,3.9677538569984385
MEOX1,ITPKC,3.9670051574331318
PROX1,DSG1,3.966985758468152
DAB2,SERPINB12,3.966279532978363
MYC,UBE2QL1,3.966099091300378
SOX7,MMP2,3.965904611695073
MEOX1,P3H4,3.9654452114707577
FOXF1,TDRP,3.965399968264329
HTATIP2,PPT1,3.963600645580455
JUN,GPNMB,3.963518473262299
ATF3,CKB,3.96224419370534
GATA2,LMCD1,3.9620446757395644
JUN,MSMO1,3.961312647959741
SOX18,CDCA8,3.9578829221605143
ERG,IDI1,3.956492029308296
ERG,BNIP3,3.955852469272439
EPAS1,FOSB,3.955571695767603
CREB3L1,TTC39A,3.954421431327391
CD59,FKBP9,3.9543512270004597
ATF3,MGST3,3.9543454584336266
FOXC1,ORM1,3.9536206780574035
FOSL1,TTC9,3.95312517705691
NR2F2,VWF,3.953050857886231
PIR,UCHL1,3.952820584936252
JUN,AQP1,3.9528186777772434
JUN,BAG3,3.952406245531986
MYC,ESAM,3.9521160794745853
EZH2,FBXO5,3.9519232026807862
NR4A1,TMEM255B,3.9504075803342142
CREB3L1,FKBP10,3.9503850952572996
NR2F2,CST6,3.9503718448233656
VDR,ITGBL1,3.9502864223354432
FOXC1,EFEMP2,3.949726666320538
PROX1,RAI14,3.9496424324868262
FOSL1,GM2A,3.9495777187360717
ATF3,LDAH,3.9495408688719604
SOX17,FAM83B,3.949537777753328
EPAS1,NGFR,3.9479069093276005
CD59,PTGFRN,3.9479000809316513
TAL1,GJA1,3.946996791614146
FOS,INHBA,3.9467411071409146
ETV1,IRF8,3.9465499742510777
NR2F2,FBLN5,3.946211202272729
DUSP22,ITGA6,3.9459306483114442
MECOM,COL9A2,3.9457712217585663
ESRP2,KCNK1,3.944659449238475
MYC,FOS,3.94452152869152
ARG1,BIRC5,3.944194726254957
ID1,UBE2QL1,3.943542516715322
TAL1,GM2A,3.9427201339441824
PROX1,PLAU,3.9423717409731567
TAL1,FLT4,3.941848685663588
FOSB,AVPI1,3.941140178646931
NR4A1,PKHD1L1,3.9393820323351836
MAFB,PERP,3.9391503758028383
CD59,ENPEP,3.9389706631799632
FOSL1,FIBIN,3.9389476906936465
MAFB,SDC1,3.9387438639326713
KLF9,GSTM1,3.9380345221815274
ID1,ACER2,3.937779921550618
SOX17,EFNA1,3.9375347394177442
HOXD9,FGL2,3.937231826722633
EPAS1,CLEC3B,3.934968423784914
PRDM1,IGF2,3.9348015440088484
EZH2,FKBP10,3.9347308404692556
MYLK,RHOV,3.9345041785034516
HIVEP3,ZFHX4,3.9337635863557012
MYCL,BPIFB2,3.93270776734188
NR4A3,ABCC9,3.9324115214626816
ID1,KLC3,3.932173173679951
ZFPM1,CD200,3.9319283450955975
NR4A3,ANGPTL4,3.9315215502178544
ID4,P3H3,3.93052096576503
MECOM,KEL,3.929825706070088
JUN,PLTP,3.9294978036126658
HES1,HMMR,3.9288993492378914
FOS,SPNS2,3.9278396061887837
HES1,BAG3,3.927681722059884
EPAS1,TNC,3.927626620541785
ID1,SERPINH1,3.9272766368086116
ANXA1,PLVAP,3.9272179686588555
HES1,COL18A1,3.926310055317077
PIR,TTC39A,3.9247744179010255
PHLDA2,LBP,3.9243726121794253
DAB2,DLGAP5,3.9221479897232356
FOXE1,FAM25A,3.921937186344354
PRRX2,IGSF3,3.9218025656264555
GATA2,MAFB,3.920253930277968
HES1,SERPINH1,3.9195833006628034
VDR,RARRES1,3.919533353831993
ODC1,PAM,3.919146182591916
PROX1,TIMP1,3.9181164294658335
EPAS1,FNDC1,3.917424722253264
ARG1,ABI3BP,3.9170701100423004
ATF3,ESAM,3.9153764978930123
ATF3,WFDC1,3.91470982438798
ID1,FAM110D,3.9144498559537833
EPAS1,VIM,3.913839633179264
FOXS1,PRDM1,3.913397426434428
HES1,FSTL1,3.9124518553935492
PROX1,GPRC5C,3.911324132685211
HMGN3,NOS3,3.9111437941111666
MECOM,ARRDC4,3.9092371268543897
CD59,HMMR,3.909001128696051
DAB2,DAPK2,3.908974884167094
ZFPM1,HSPB8,3.908573202437192
PRDM1,PLK2,3.9084310532908373
EGR1,GLRX5,3.908402115049383
NR4A2,SERPINF1,3.9080839350564425
LEF1,FN1,3.908044773431061
SOX18,P2RY6,3.907708226504668
ATF3,COL8A2,3.907516426003198
SOX17,IGFBP4,3.907191870523172
MYC,GLRX5,3.9067239409318666
MEOX1,FLNC,3.906052995097485
EGR1,P3H4,3.905485745203653
ARG1,COPZ2,3.9053724178740974
HTATIP2,ITGA6,3.9051933470013465
EZH2,GFI1B,3.9051206502643807
TCF15,UCN2,3.903877319205303
CEBPD,TIMP1,3.903309729025385
CEBPD,ADGRG1,3.9028137809192622
KLF4,PMP22,3.90279166055182
ARG1,ELOVL1,3.9023427270663285
EGR1,PMP22,3.9020964317934057
FOSB,SPRY4,3.9020159945363777
NR2F2,LANCL1,3.901544391331715
HIVEP3,ANGPTL4,3.9015028070576414
IRF6,CD200,3.901438179703795
JUN,FMOD,3.901321639624025
MAFB,IL6,3.9000127096468216
GATA2,PDE1C,3.8996684041629823
VDR,DNAJB1,3.8994760195367877
TWIST2,SEMA3D,3.8985713958852113
TCF15,PTPRB,3.897914032025902
FOS,MNDA,3.8978812660437496
PRNP,KDR,3.897873197602379
SHOX2,ARRDC4,3.8977917253782977
TAL1,DUSP22,3.8972416944576995
SOX15,ITGA6,3.8969217687537854
TBX1,SLC20A2,3.8964926219073184
PRDM1,BCR,3.89648033942543
SHOX2,SERPINF1,3.8962946837262717
FOSB,GEM,3.8957891371505267
PRNP,FKBP7,3.89517933464762
NR2F2,ODC1,3.894532848637236
EPAS1,PLLP,3.892946980318446
PHLDA2,SFRP1,3.8924479590537193
CEBPD,HOXD10,3.8920196941864447
HMGN3,MYH10,3.891346149600566
HOXD9,TMX4,3.8911501649934905
GATA2,FAM83B,3.8899417191219072
FOSL1,CD14,3.889427508667732
PHLDA2,SEMA3D,3.8894149150628814
PLAGL1,KLF9,3.889294256755555
NR4A3,SMOC2,3.8888994907610797
TAL1,RNF182,3.8880532745812073
FOS,STARD10,3.8878595217762824
ATF3,HAPLN1,3.8869797761265525
PEG3,BRINP2,3.8866148063762678
NR4A1,NDRG2,3.88626232976267
HTATIP2,MKI67,3.885854365323354
TBX1,GBP2,3.8856927822657044
PRDM1,CX3CL1,3.8834514797462343
ATF3,TXNDC5,3.8831093147441886
ATF3,PMP22,3.882740868562742
HES1,HS3ST3B1,3.8823743740443764
MEOX1,CLEC3B,3.882349293148159
SOX7,EZH2,3.8823383893131838
SOX18,PTGR1,3.882216232560611
HMGN3,EDNRB,3.881726736168207
SOX18,PROX1,3.881722700977042
ANXA1,AKR1B10,3.8806578391531747
IRF8,RAMP3,3.8805338766391215
PROX1,HSP90B1,3.8803056031885985
PROX1,CDH5,3.879972971106485
CEBPD,P3H3,3.8798460225232083
MEOX1,SLC35E4,3.8792985111850395
DUSP22,NR4A1,3.8792029264367525
MYC,CD200,3.8791319181643877
CD59,VIM,3.8787184387864015
ATF3,CIART,3.877590355351739
KLF9,MFGE8,3.877215608258682
KLF5,NID1,3.8766720646821047
KLF4,GLRX5,3.8760691082888514
ID4,SYT5,3.875996280083066
ARG1,RND1,3.874589788854882
FOXF1,NOTUM,3.8744592089587417
EPAS1,CPOX,3.874166610039462
JUN,PLK2,3.8739188884605222
FOS,CCDC80,3.873647038303715
PRNP,CKB,3.873555870641007
EZH2,SLC37A2,3.87307995662814
SOX7,CXCL12,3.8730120268368404
BARX1,C1R,3.871744758691853
TAL1,XPO7,3.87113706850647
DAB2,LTBP4,3.8708142612567302
ESRP2,NEURL1,3.869726254941984
PRDM1,MPZ,3.869704674081536
HOXD9,PTCH1,3.8683905801720564
OSR1,MSMO1,3.868086335899596
HOXD10,NRARP,3.866919393126863
PLAGL1,MDK,3.8665580417299004
KLF9,MISP,3.865921177466741
ANXA1,GULP1,3.865595803661476
MYC,LAT,3.8654184828365423
MECOM,SAMHD1,3.8651822579371133
ANXA1,ARG1,3.865042719022927
DUSP22,SERPINB10,3.8646988669971982
ID1,CILP,3.864636000109888
FOSL1,BDNF,3.8636298192928797
HTATIP2,SMAGP,3.8635881423388985
EBF3,RASIP1,3.8633956728700825
ANXA1,DNAJB1,3.862881727849526
MECOM,DNAJB1,3.862748515375564
MEOX1,ITGB4,3.8623321014304306
SCX,ADAMTS2,3.862259197188559
HOXD10,MINPP1,3.8619663640693793
ODC1,SDF2L1,3.8618655987196435
KLF4,TM4SF1,3.8604475724854126
HIVEP3,NR2F2,3.8599361742084177
SOX9,RASL11B,3.8587819280282596
ESRP2,ELF3,3.8582260357475864
FOSB,PPL,3.8581568345377293
TCF15,LAMB1,3.857790514385418
ERG,TNC,3.8566687684116383
ZFPM1,TSPAN17,3.855994354265018
ANXA1,MSMO1,3.855324598869535
GATA2,CRIP2,3.854757955221063
DUSP22,CLIC2,3.8543717588261655
ZBTB32,CD2,3.8543220951361894
MYLK,RCN3,3.854009909734474
PRDM1,MKI67,3.8533738933212254
CEBPD,CLEC14A,3.8531049179088326
NR4A3,CYP1B1,3.853003358323088
NR4A1,GEM,3.8524089910256585
CD59,PTX3,3.8522326304273333
HOXD9,RAG1,3.8517389333094356
CREB3L1,SYTL1,3.851245160503675
KLF4,MSMO1,3.851083732129854
MYC,TIMP4,3.8495696822561936
PRRX2,PDGFRL,3.849075121782632
CD59,CD200,3.8487513017690347
OSR1,SDF2L1,3.8477883641158432
ODC1,TINAGL1,3.8474151381011112
TWIST1,DCLK1,3.8473387034836297
ERG,RGS16,3.847003394909816
SHOX2,PRRX1,3.8468901131722824
MEOX1,EFNA1,3.845821075648082
IRF6,CD59,3.845723223870965
KLF4,MKI67,3.845217934468796
HIVEP3,IL13RA2,3.8451803233876984
HES1,EMILIN1,3.8447753138450333
NR2F2,NR4A2,3.842595961151161
KLF5,DYNLL1,3.8422522493856923
SOX17,PLPP3,3.84174354542918
SOX9,HIVEP3,3.8399209340435254
ETV1,MFGE8,3.839110346171225
ID1,DSP,3.83881122435877
NR4A2,KCNJ8,3.8387583892246617
EBF3,EPAS1,3.8383125501202633
ETV1,RFLNA,3.837774961916887
TCF15,JAG2,3.837519386152482
NR2F2,RASSF9,3.8372523835270935
FOSB,PTCH1,3.836631655931391
PIR,DSP,3.8339399932100098
PRRX1,FOXS1,3.833691978571306
FOSB,ADAMTS1,3.8334700252362235
IRF8,LMCD1,3.8330713097799443
IRF6,THBS1,3.832923884063027
IRX5,DCTPP1,3.8317333093449557
NR4A2,SNAI1,3.8313251390355534
ODC1,TIMP3,3.8304332497053823
PROX1,CALU,3.8299598803787105
ETV1,CLEC14A,3.8298369187072674
EPAS1,FAM167B,3.829424502027155
ODC1,IL1A,3.829154805485239
MYC,CD83,3.828993038421515
ZFPM1,ATF3,3.828592101370187
TAL1,SEMA6D,3.8284556417043083
FOSB,TUBA4A,3.828325901598675
EBF3,PRG3,3.8272129839525633
EPAS1,ISCA1,3.826616556400801
FOSB,CSRP2,3.825116476401101
DAB2,FLNC,3.8250864767793287
GATA2,CALU,3.8248181902174094
HTATIP2,FDCSP,3.8242094610655855
MEOX1,DDAH1,3.8222363297770228
HES1,PTPRB,3.8220647717307057
ETV1,FHAD1,3.8214770910891462
ODC1,SMPDL3A,3.820960189923318
ANXA1,PTGFRN,3.8208847992472403
PRDM1,P2RY6,3.8207331265040265
SOX7,LY6D,3.819498321847549
HIVEP3,GCLM,3.819113637002507
PRDM1,CD177,3.818065534544936
NR2F2,CLEC14A,3.81752547160022
GATA2,S100A6,3.8170769523716004
CD59,CAMP,3.8167343146314066
MECOM,TM4SF1,3.8155206233077665
HOXD10,PROX1,3.8154267067513326
TWIST1,RBP4,3.814683465440083
HIVEP3,DBI,3.813343809164314
ERG,CKAP4,3.812886316289971
FOS,APOLD1,3.8122163602177714
NR2F2,ACTG2,3.810099128433632
EBF3,JUN,3.8094388617718216
DAB2,RASAL2,3.809105877361531
EPAS1,CALCRL,3.808879256208018
CEBPD,ANGPTL4,3.8083432412295717
SHOX2,GPX7,3.8077961684510733
NR2F2,BGN,3.806895621272353
DLX5,COL5A3,3.8062614487504742
HIVEP3,GLTP,3.80586203862966
PHLDA2,CDH5,3.8050723934755157
EPAS1,MYLK,3.8050451784275547
ARG1,CTNNBIP1,3.8048392146198835
PROX1,AATK,3.8041283514471638
BARX1,DKK3,3.8031708432661353
CEBPD,VCAM1,3.8030684975969526
EGR1,FBN1,3.802209205368932
ERG,FILIP1L,3.8003088752298813
NR2F2,FZD1,3.7999767244432476
TWIST1,MMD,3.799938247573659
EGR1,CKAP4,3.799311679234332
FOSB,FZD1,3.7981718895760883
HIVEP3,CLEC9A,3.7970570124317655
FOS,GM2A,3.7967085723359473
ATF3,EDNRB,3.7964955047052316
HOXD9,LIMCH1,3.795844288164986
HIVEP3,PTCH1,3.795614386771776
TBX1,FAM107A,3.795393086269412
EGR1,SERPINH1,3.795266160454439
GATA2,ACTG2,3.7950987745536695
IRF8,FLT1,3.7946575901571604
FOS,HSP90B1,3.7938377361008704
ERG,FAM107A,3.7937145231314626
PROX1,BIRC5,3.7935189607108577
NR4A1,TGFB2,3.7930671816887744
PROX1,DDAH1,3.7925756507962483
JUN,SPSB1,3.792328767617971
HES1,RAI14,3.7922017615051775
HOXD9,BNIP3,3.792022002579304
ERG,TUBB2A,3.791833937815408
SOX18,SERPING1,3.791649052285994
EBF3,CCL21,3.79144548451821
PROX1,ADAM19,3.7908369970998135
PROX1,LAMC2,3.7901102750193725
DAB2,VEGFA,3.7898949511169624
SOX7,GJA4,3.7886728084960115
HEYL,VASN,3.7885913821879984
NR2F2,FLRT3,3.787624248870346
SNAI1,SLC12A8,3.787310249380989
HOXD10,ECM1,3.78560702259776
JUN,FAM83B,3.78366892899494
BARX1,CCDC80,3.7833452325375143
FOXC1,PMP22,3.7831718041267424
HEYL,CSPG4,3.7825693231377917
ANXA1,SERPINB10,3.782518022497133
SOX18,ZFPM1,3.7820284389497933
PROX1,FILIP1L,3.7819331760280583
ERG,CKB,3.7817803751705643
HIVEP3,CAV1,3.7816564544629006
NR2F2,CDH5,3.7814919907860034
GATA2,FOS,3.78047424748932
FOSB,RASIP1,3.77961216953425
EGR1,SMAGP,3.779221894275598
GATA2,SPARC,3.7789721623636296
DAB2,MAFB,3.778940558512435
ATF3,CCNE2,3.7784350303879934
DLX5,MMP13,3.7760774411315507
FOXC1,OLFML2B,3.77573697092483
PRRX1,SAPCD1,3.77545174864186
PROX1,PARM1,3.7753945164393863
KLF9,EGLN3,3.775101966901007
EBF3,MYC,3.7742586775449922
ARG1,ADAMTS15,3.7736557277256493
ZFPM1,CDCA8,3.773548840837219
HIVEP3,SPON2,3.773187261958894
HMGN3,SPSB1,3.7729817769714646
TCF15,VIM,3.7715692101780878
JUN,GULP1,3.7712655138583426
FOS,KIF5C,3.7701179040130093
ETV1,DYSF,3.7699146004434936
HES1,FAM162A,3.7695113123149353
ESRP1,ESRP2,3.7693982115413056
PROX1,TMEM255B,3.76927732868222
ZFPM1,FABP4,3.7686837736362846
EPAS1,FBN1,3.768383807445823
HIVEP3,SERPINE1,3.768320230394383
ETV1,PAWR,3.767763253137174
ODC1,CCND1,3.767685706351481
DAB2,S100A6,3.7674158203070784
ANXA1,FST,3.7673888053133355
MECOM,SRGN,3.767128357677273
MECOM,RGCC,3.7659788725472856
SOX15,EGFL7,3.764721737498403
EGR1,NQO1,3.7646532592415185
ERG,SGO2,3.764508779272358
NR4A1,SMPDL3A,3.764164413065548
CEBPD,S100A8,3.7632047177814885
DAB2,TJP2,3.762654448170234
CD59,SLC35E4,3.762407283382792
JUN,HTRA1,3.7615449481290075
HOXD9,HSPH1,3.7611195314711723
FOSB,SEMA6D,3.7608632912131905
TBX1,BNIP3,3.760542812405669
FOS,PKHD1L1,3.759938849248972
HMGN3,CLIC2,3.7598589224587653
PRRX1,HS3ST1,3.7597155011490444
MEOX1,ZFPM1,3.7588720508702886
PIR,PRPH,3.7587973074490786
ANXA1,LGALS3BP,3.7583489418111347
MYLK,CLEC1B,3.7583229191215537
DLX5,MXRA8,3.758316736591549
ANXA1,GPX2,3.758117208486336
NR4A2,MATN4,3.757821126514841
NR2F2,IRF6,3.7577815989759795
SOX15,TMEM176B,3.7575556249823303
ODC1,STMN4,3.756938310378361
EPAS1,CALD1,3.7564404624534666
JUN,TRPV4,3.7560892638655683
HES1,NID1,3.7558817937813647
SNAI1,CX3CL1,3.7558616902268467
SNAI1,KDELR3,3.7558017234544354
TCF15,MYL9,3.755729112265344
JUN,BNIP3,3.755546795980702
NR4A1,PXDC1,3.7554795524595193
TAL1,CRELD2,3.7548720492196455
DAB2,SPSB1,3.7548404503430386
ODC1,ALDH1A3,3.7545103062819885
NR4A2,NID1,3.753789429676591
KLF9,PARVA,3.7533056887190113
CREB3L1,CXCL9,3.7532466815330077
ANXA1,LAMB3,3.7532209043824913
EGR2,TMEM119,3.7529919286804714
JUN,ICAM4,3.7529065863020836
CEBPD,MALL,3.752346772923944
HOXD10,GIPC1,3.7519470428286086
SHOX2,TAGLN,3.751941207316897
FOS,CALML3,3.7512546564090927
HIVEP3,HTRA1,3.750849539514866
CD59,DAB2,3.7505838891838956
EZH2,CREB3L1,3.750476883495697
DAB2,COL1A1,3.7498368663646864
GATA2,GPR182,3.748842937266453
OSR1,FXYD6,3.7485834802338096
JUN,HOMER2,3.748312686650572
PIR,CD83,3.747958484468366
TCF15,PENK,3.7478437209337865
HMGN3,PTCH1,3.747595717045246
MECOM,TMEM176B,3.747566962712906
PROX1,GJA1,3.7473154823941615
HEYL,PRDM1,3.747020132672262
NR2F2,ITIH3,3.7469952460235474
SHOX2,ERRFI1,3.746052180962668
ID4,COL11A2,3.7451849492225895
ODC1,FOSL1,3.7449583478140993
ESRP2,ATP6V0A4,3.7449371452757805
FOSL1,PLP1,3.7438129139187355
ESRP2,HEPACAM2,3.742815152706757
SOX18,DNAJB1,3.7427313997657157
KLF4,FILIP1L,3.742273777562369
GATA2,CLTB,3.74181403599316
EGR1,CREB3L1,3.7415791829826626
HTATIP2,COL4A1,3.7415743949163818
PLAGL1,MYL9,3.7414361412482866
SOX7,NAT8L,3.7412420778299276
IRX5,IGFBP5,3.741149533510979
CEBPD,ADGRF5,3.740877885808353
MEOX1,PTGS2,3.740643139729182
ATF3,MRC1,3.7404537312724973
FOXC1,EDNRB,3.7399382522863878
ATF3,CHCHD6,3.7399024642537517
HIVEP3,LOXL1,3.7396481041603202
SOX17,KRT16,3.7388998272111733
PLAGL1,LEPR,3.7385751935835927
MECOM,FLT1,3.738307130872799
HIVEP3,OLFML3,3.7382756753522375
PHLDA2,PTCH1,3.738186436538878
ID1,ADGRG1,3.7379345256084395
SOX7,CASP14,3.737703381670268
SHOX2,FSTL1,3.7374729311604593
FOXC1,PABPC4,3.737171770279816
JUN,IL1R2,3.7367737302573403
PHLDA2,SOX7,3.7362649215971233
FOSB,PDZK1IP1,3.7356512523366128
EGR1,KRT17,3.735324599272719
DAB2,SLCO2A1,3.7348018399965426
KLF4,PMVK,3.734770775710067
TAL1,AIF1,3.7344747222599546
ODC1,KANK3,3.733716670720181
MYLK,ADGRL4,3.733638800119208
MAFB,MFGE8,3.733579465198441
TWIST2,TFPI2,3.7335594227106186
IRX5,CLU,3.7331489088986958
ETV1,MSLN,3.7325670009935252
CEBPD,PERP,3.7324755681741864
HMGN3,TMX4,3.7323106684309266
NR4A1,ANGPT2,3.7307784145134253
ARG1,TTYH1,3.730515705409414
JUN,PAM,3.730378612649615
EZH2,ITPKC,3.7293982512829493
SOX18,P3H3,3.7284299273147377
TAL1,SERPINB10,3.727321826341324
FOSB,PARM1,3.7271121394599906
FOSB,VCAM1,3.726827589856626
PROX1,ITGB4,3.726700229231374
EPAS1,EFNB2,3.725747062172436
IRF6,UCHL1,3.7256537522495683
ODC1,FSTL1,3.725468273825401
CEBPD,MYC,3.7250301457551025
PROX1,S100A4,3.725015467792757
IRX5,BACE2,3.7249938164024137
SOX18,KLF4,3.7239180240610006
JUN,HOXD9,3.7238940173341324
NR2F2,MAP1B,3.723787598099066
ODC1,HIVEP3,3.7231249298905293
PEG3,COL1A1,3.7224252150364876
MEOX1,HTATIP2,3.7223871664117083
FOS,SDC1,3.722217760130034
KLF4,PLA2G7,3.7218951932013735
FOS,BAG3,3.7207712769838515
ID1,VCAM1,3.720514077014233
SOX17,BIRC5,3.7201966960619908
NR4A2,IGF1,3.7194965635724535
ATF3,GPRC5C,3.719370727074213
KLF4,IRF6,3.718154984645872
ODC1,WNT11,3.7178405955396543
JUN,LMCD1,3.7171875568806954
HTATIP2,ANGPT2,3.7166432825692786
GRHL3,UNC5B,3.715787746414612
ATF3,FXYD6,3.7156810559748923
TBX1,EFNB2,3.7155526552624436
EGR1,PXDC1,3.715079223967303
MECOM,SPRY1,3.714918057081866
ODC1,MINPP1,3.7146164640144734
ATF3,PPL,3.714433134221669
IRX5,COL8A1,3.7141985688097265
MEOX1,CHCHD6,3.7140839008642925
DUSP22,KRT17,3.7140365938757904
IRF6,CDC20,3.7139642488539018
MYLK,PPP1R1A,3.7137759530745185
HMGN3,TSC22D1,3.7112923592801246
JUN,DYSF,3.710729716402812
PLAGL1,ALDH1A2,3.710435626888011
KLF9,TGFB2,3.708842557528786
PRDM1,HMOX1,3.7085751726445277
TBX1,LDAH,3.708346519801494
SNAI1,FAM83H,3.7083320554649317
IRX5,TIE1,3.7080512696462837
CREB3L1,BACE2,3.707570932796225
SOX7,HBEGF,3.707323594396721
HIVEP3,HRAS,3.707104318176538
HIVEP3,TGFB2,3.70668774134989
FOXC1,IL18,3.7057950195559934
ARG1,ANGPTL4,3.7053957794711287
GATA2,ANGPTL1,3.705323888107222
ODC1,COL12A1,3.705314753938938
PRNP,DYSF,3.704650340959466
SOX15,EPAS1,3.704512143682813
HMGN3,ITGA3,3.7040191059371828
TWIST1,RARRES1,3.703795385853713
FOXF1,FLT1,3.702902294299818
FOXE1,FMOD,3.7028236858544785
IRF8,LOXL2,3.7023150115173435
PRNP,CLTB,3.7021572563313265
PRRX1,UGDH,3.7010260587106405
EBF3,TINAGL1,3.700205648916592
HOXD9,EFNB2,3.6995261333404317
ERG,ISCA1,3.6995063752282604
ATF3,KLC3,3.699184454366806
HOXD10,DDAH1,3.699030800339956
CEBPD,IRF6,3.698320961824021
HES1,EFEMP2,3.698236066628693
ATF3,NR2F2,3.697340603464476
EZH2,CD200,3.697220077069494
FOSL1,S100A9,3.697127884036516
FOSB,PDPN,3.696678868044532
ERG,PRC1,3.696646123721623
MYLK,PRX,3.6956840514220013
KLF4,TC2N,3.6954106314042328
ESRP2,SLC27A2,3.6952362874000997
TAL1,FOS,3.694809611601749
NR4A3,ATP8B1,3.6942179559396036
HIVEP3,EMP1,3.694140649107971
FOXE1,PHLDA1,3.693659546165356
TWIST1,DCN,3.693591068451997
SOX18,TMEM252,3.6933754743308094
CD59,DHH,3.692607126145744
ODC1,ENG,3.6924110410034006
PROX1,DAPK2,3.6922984917638306
ATF3,VWA1,3.6916680197370377
SOX18,TSPAN7,3.69046050466543
ARG1,FBLN1,3.69030248793272
JUN,ACER1,3.689914705830343
CD59,TGFBI,3.6896256681924338
PROX1,CDH13,3.6894171801277613
GRHL3,TFPI2,3.6887034565098715
SNAI1,ODC1,3.6876379178028644
ZFPM1,COL2A1,3.6874638692498074
PRNP,DCLK1,3.685986609717627
HES1,EBF3,3.6852304146075374
ID4,ADAMTS4,3.68515499588288
FOS,SGO2,3.6848851469661574
ATF3,ADGRF4,3.6846069687950225
ODC1,TPM1,3.6841194520623697
HIVEP3,EFNA1,3.683634984018717
HIVEP3,CD200,3.6832409936715274
NR2F2,ELOVL1,3.682888120358971
DAB2,PLOD2,3.682802807668421
ATF3,TIMP1,3.6818599646552608
ZFPM1,MEOX1,3.6816304026895526
KLF9,HTATIP2,3.681244301271066
HOXD10,TIE1,3.681176016438917
NR4A3,EPHA2,3.681039615227552
PROX1,BOK,3.680562515672092
ERG,NR4A1,3.6803935520802025
DUSP22,COL4A1,3.6800000874315106
CEBPD,SAPCD1,3.679590828509025
KLF9,TAGLN,3.678978783525577
PRNP,MECOM,3.67862813010473
HES1,SLC29A1,3.6777976997944757
PHLDA2,GJA4,3.6776179797418562
ZFPM1,IDI1,3.6773955957802067
NR4A2,IGSF10,3.6773862052321555
PIR,CRMP1,3.6769819959401397
TAL1,EMILIN1,3.6761829068983527
ID1,TCF15,3.675652357351562
IRX5,NR2F2,3.6754947830372813
GATA2,SDC2,3.675092240958315
FOSL1,ESCO2,3.6750761316283613
SOX17,MEOX1,3.674952893714053
PHLDA2,IGFBP7,3.6748983455335074
TAL1,TMEM252,3.6735980254196985
PHLDA2,CLDN10,3.6726343852979197
NR2F2,MISP,3.672587324654009
SOX18,BACE2,3.672104573167506
TFAP2B,TNFRSF9,3.669927557983488
ELF3,SKAP1,3.6696807462175083
BARX1,ERRFI1,3.669477327529779
SOX17,SLC39A8,3.6692186790072405
ETV1,GPR182,3.66907172841612
HIVEP3,RCAN2,3.668934918237104
PRNP,F11R,3.6681528901714837
KLF9,SLC29A1,3.666603915441466
DLX5,C1R,3.6654089664187324
EPAS1,ERG,3.66520675494231
JUN,ADGRL4,3.664463666930719
JUN,CPOX,3.6636430234453514
HOXD10,CHAD,3.663380038963911
SNAI1,CALU,3.663217403642247
HIVEP3,CSF3,3.6631692338218116
TBX1,ESAM,3.6617767171611977
TCF15,SPRY1,3.661578467725494
MEOX1,PLAT,3.661436090535678
FOS,GLTP,3.6608395572718178
EPAS1,CSRP2,3.660076970428199
FOSB,LBP,3.659898970685188
FOXC1,HMGN3,3.6595795491185514
DUSP22,PCBD1,3.6593768470077306
ID4,TMEM176A,3.6586402586787865
ATF3,ID3,3.657763294711488
ERG,LGALS3BP,3.657753607585167
KLF9,ADAMTS4,3.6574953535076222
KLF4,CYYR1,3.657439452139893
PLAGL1,PRRX1,3.657355648948642
EGR1,FOXC1,3.657243349691269
EGR1,TINAGL1,3.6566061984509934
PROX1,DNAJB1,3.6565795557510654
KLF9,CYYR1,3.6562149466755973
IRF6,CDKN3,3.656025418017007
